NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
401,경기도 수원시 영통구 이의동,1351-6,1351,0006,광교유니코어,20.43,202409,05,"13,000",15,법인,개인,2018,도청로 95,20240910,중개거래,경기 수원시 영통구
402,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
403,경기도 광명시 일직동,511-3,0511,0003,K SQUARE,26.58,202409,05,"13,600",9,공공기관,개인,2016, ,-,중개거래,경기 광명시
404,경상북도 안동시 풍천면 갈전리,1631,1631,0000,코아루프라임시티오피스텔2차,25.84,202409,05,"7,600",4,개인,개인,2017, ,-,직거래,-
405,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
406,경기도 광명시 일직동,511-3,0511,0003,K SQUARE,26.58,202409,05,"13,600",9,공공기관,개인,2016, ,-,중개거래,경기 광명시
407,대전광역시 서구 만년동,386,0386,0000,-386,45,202409,05,"6,500",11,개인,개인,2002,둔산대로117번길 66,-,중개거래,대전 서구
408,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
409,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
410,대전광역시 유성구 봉명동,445-4,0445,0004,리베라 아이누리2 도시형생활주택,59.3228,202409,05,"16,000",6,개인,개인,2013,온천로 26,-,중개거래,대전 유성구
411,경기도 의정부시 의정부동,1월 21일,0021,0001,궁전오피스텔,28.87,202409,05,"5,200",2,기타,개인,2003,호국로1346번길 34,-,직거래,-
412,경기도 수원시 영통구 이의동,1351-6,1351,0006,광교유니코어,20.43,202409,05,"13,000",15,법인,개인,2018,도청로 95,-,중개거래,경기 수원시 영통구
413,경기도 수원시 영통구 원천동,296-6,0296,0006,수원영통 아크로파크,90.9115,202409,05,"27,000",3,개인,개인,2006,삼성로320번길 35,20240913,중개거래,경기 수원시 영통구
414,전라남도 목포시 옥암동,956-3,0956,0003,영신오피스텔,38.72,202409,05,"1,500",6,개인,개인,2001,옥암로124번길 23,-,직거래,-
415,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
416,경기도 수원시 영통구 이의동,1351-6,1351,0006,광교유니코어,20.43,202409,05,"13,000",15,법인,개인,2018,도청로 95,20240911,중개거래,경기 수원시 영통구
417,서울특별시 영등포구 양평동2가,1월 1일,0001,0001,신동아하이팰리스,71.47,202409,05,"54,000",5,개인,개인,2005,선유서로 67,-,중개거래,서울 영등포구
418,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
419,서울특별시 송파구 문정동,652,0652,0000,송파법조타운푸르지오시티,17.47,202409,05,"18,100",5,법인,개인,2018,법원로4길 5,-,중개거래,서울 송파구
420,서울특별시 영등포구 양평동2가,43-14,0043,0014,CO-OP Residence/오목교,16.98,202409,05,"7,800",5,개인,개인,2004,영등포로3길 23,-,중개거래,서울 영등포구
421,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
422,울산광역시 남구 신정동,1879,1879,0000,풍진 힐그린타운,46.519,202409,05,"11,500",10,개인,개인,2010,팔등로 47,-,중개거래,울산 남구
423,서울특별시 동작구 노량진동,1월 16일,0016,0001,노량진 드림스퀘어 복합빌딩,24.1329,202409,05,"24,000",10,개인,기타,2020,노들로2길 7,-,직거래,-
424,서울특별시 동작구 노량진동,1월 16일,0016,0001,노량진 드림스퀘어 복합빌딩,26.0588,202409,05,"27,000",11,개인,개인,2020,노들로2길 7,-,중개거래,서울 동작구
425,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
426,경기도 광명시 일직동,511-3,0511,0003,K SQUARE,26.58,202409,05,"13,600",6,공공기관,개인,2016, ,-,중개거래,경기 광명시
427,충청남도 아산시 배방읍 장재리,1758,1758,0000,펜타폴리스 오피스텔,29.88,202409,05,"6,800",7,개인,개인,2010,광장로 177-10,-,중개거래,충남 아산시
428,경기도 부천시 원미구 상동,402-1,0402,0001,상동아크로텔,38.115,202409,05,"9,900",15,개인,개인,2004,54,-,중개거래,경기 부천시 원미구
429,경기도 광명시 일직동,511-3,0511,0003,K SQUARE,26.58,202409,05,"13,600",7,공공기관,개인,2016, ,-,중개거래,경기 광명시
430,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
431,부산광역시 영도구 영선동1가,1월 21일,0021,0001,영도오션트라움,31.64,202409,05,"10,000",7,개인,개인,2015, ,-,중개거래,부산 영도구
432,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
433,경기도 안산시 단원구 고잔동,724,0724,0000,골든빌,27.3,202409,05,"8,000",10,개인,법인,2004,광덕대로 206,-,직거래,-
434,대전광역시 유성구 관평동,802,0802,0000,-802,46.8588,202409,05,"21,467",15,법인,법인,2021,테크노중앙로 47,-,직거래,-
435,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
436,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,112",10,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
437,서울특별시 광진구 자양동,2월 2일,0002,0002,건대입구역자이엘라,18.5996,202409,05,"31,500",13,개인,개인,2022,능동로 87,-,중개거래,서울 광진구
438,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
439,서울특별시 은평구 불광동,7월 13일,0013,0007,더클래스,20.62,202409,05,"14,000",4,개인,법인,2019,불광로14길 4,-,직거래,-
440,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
441,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
442,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
443,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
444,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
445,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
446,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
447,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
448,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
449,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
450,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",5,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
451,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,112",10,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
452,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,112",10,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
453,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,112",10,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
454,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,112",10,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
455,인천광역시 남동구 논현동,751-3,0751,0003,가온우노시티 하버파크,84.9,202409,05,"27,500",10,개인,개인,2019,소래역남로16번길 29,-,중개거래,인천 남동구
456,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,112",10,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
457,서울특별시 노원구 상계동,1267,1267,0000,토마토파르코,36.767,202409,05,"14,900",6,개인,개인,2005,동일로 1700,-,중개거래,서울 노원구
458,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
459,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
460,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
461,인천광역시 남동구 구월동,1608,1608,0000,신영구월지웰시티푸르지오,29.9566,202409,05,"17,500",21,개인,개인,2020, ,-,중개거래,인천 남동구
462,서울특별시 서초구 서초동,1680-1,1680,0001,서초 아르누보씨티,33.33,202409,05,"27,500",7,개인,개인,2010,서초대로 357,-,중개거래,서울 서초구
463,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
464,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
465,경기도 수원시 장안구 정자동,950,0950,0000,화서역 파크 푸르지오,58.97,202409,05,"43,900",25,개인,개인,2021, ,-,중개거래,경기 수원시 장안구
466,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
467,경기도 화성시 오산동,1089,1089,0000,동탄역 롯데캐슬,23.8515,202409,05,"23,000",12,개인,개인,2021,동탄역로 150,-,중개거래,경기 화성시
468,인천광역시 연수구 송도동,8-37,0008,0037,롯데몰 송도 캐슬파크,19.7489,202409,05,"13,900",23,개인,개인,2019,인천타워대로132번길 9,-,중개거래,인천 연수구
469,충청남도 천안시 서북구 성정동,1274,1274,0000,시떼베르오피스텔,30.38,202409,05,"4,300",6,개인,개인,2004,성정공원6길 1-4,-,중개거래,충남 천안시 서북구
470,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
471,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
472,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
473,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
474,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
475,충청남도 천안시 동남구 신부동,966,0966,0000,-966,34.32,202409,05,"7,500",14,개인,법인,2007,만남로 9,-,중개거래,충남 천안시 동남구
476,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
477,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
478,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",6,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
479,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
480,경기도 부천시 원미구 중동,1120-1,1120,0001,아이엔유 포비스타 오피스텔,29.41,202409,05,"9,700",16,개인,개인,2006,14,-,중개거래,경기 부천시 원미구
481,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
482,경상남도 양산시 물금읍 범어리,Aug.15,2715,0008,범서미라클,54.77,202409,05,"12,700",6,개인,개인,2017, ,-,중개거래,경남 양산시
483,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
484,대구광역시 중구 동인동2가,51,0051,0000,국채보상공원 화성파크드림CITY,29.4168,202409,05,"11,000",25,개인,개인,2015,국채보상로 655,-,중개거래,대구 중구
485,부산광역시 기장군 정관읍 매학리,749-3,0749,0003,정관 그리나 오피스텔,27.79,202409,05,"3,800",5,법인,개인,2012,607,-,중개거래,부산 기장군
486,부산광역시 기장군 정관읍 매학리,749-3,0749,0003,정관 그리나 오피스텔,27.79,202409,05,"3,800",4,법인,개인,2012,607,-,중개거래,부산 기장군
487,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",7,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
488,부산광역시 기장군 정관읍 매학리,749-3,0749,0003,정관 그리나 오피스텔,29.21,202409,05,"3,800",8,법인,개인,2012,607,-,중개거래,부산 기장군
489,경기도 광명시 일직동,511-3,0511,0003,K SQUARE,26.58,202409,05,"13,600",6,공공기관,개인,2016, ,-,중개거래,경기 광명시
490,경기도 과천시 별양동,1월 22일,0001,0022,e편한세상 시티 과천,82.3805,202409,05,"85,000",17,개인,개인,2022,별양상가3로 14,-,중개거래,서울 강남구
491,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
492,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",9,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
493,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"13,741",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
494,경상남도 통영시 무전동,1034-2,1034,0002,삼성오피스텔,34.56,202409,05,"5,500",5,개인,개인,2003,무전8길 29,-,중개거래,경남 통영시
495,경기도 하남시 망월동,1143-1,1143,0001,미사강변 오벨리스크,27.6236,202409,05,"22,500",4,개인,개인,2020,미사대로 410,-,중개거래,"경기 하남시, 인천 서구"
496,강원특별자치도 춘천시 석사동,114-12,0114,0012,(114-12),28.74,202409,05,"14,176",8,공공기관,법인,2024,춘천순환로38번길 37,-,직거래,-
497,인천광역시 서구 청라동,162-22,0162,0022,청라 에일린의뜰,32.51,202409,05,"9,300",12,개인,개인,2011,청라라임로 51,-,중개거래,인천 서구
498,서울특별시 강서구 화곡동,920-16,0920,0016,청솔펠리스,20.19,202409,04,"9,550",5,개인,개인,2012,곰달래로 82,-,중개거래,서울 강서구
499,경기도 하남시 망월동,1100,1100,0000,힐스테이트미사역그랑파사쥬(12-1BL),47.4918,202409,04,"47,000",18,개인,개인,2020,미사강변동로 95,-,중개거래,경기 하남시
500,서울특별시 동대문구 용두동,787,0787,0000,동의보감타워,60.25,202409,04,"29,500",17,개인,법인,2005,왕산로 128,-,중개거래,"서울 동대문구, 서울 성동구"
501,서울특별시 영등포구 영등포동1가,Feb.94,0094,0002,여의도더리브스타일,19.359,202409,04,"19,900",14,개인,개인,2020,경인로 900,-,중개거래,서울 영등포구
502,강원특별자치도 강릉시 교동,140-16,0140,0016,강릉역 블루핀,22,202409,04,"9,000",13,개인,개인,2020,강릉대로 285,-,중개거래,강원 강릉시
503,경기도 화성시 오산동,1088-1,1088,0001,동탄역 푸르지오시티,22.261,202409,04,"15,500",21,개인,개인,2019,동탄대로 551-16,-,중개거래,경기 화성시
504,부산광역시 영도구 대교동1가,95,0095,0000,영도 봄여름가을겨울,58.437,202409,04,"21,700",10,법인,개인,2020,남항서로 131,-,중개거래,부산 영도구
505,서울특별시 강서구 화곡동,920-16,0920,0016,청솔펠리스,20.19,202409,04,"9,550",5,개인,개인,2012,곰달래로 82,-,중개거래,서울 강서구
506,부산광역시 동구 초량동,1147-14,1147,0014,국제오피스텔,36.918,202409,04,"5,500",13,개인,개인,1990,중앙대로 263,-,직거래,-
507,서울특별시 강남구 자곡동,651,0651,0000,강남유탑유블레스,25.6979,202409,04,"17,000",2,개인,개인,2014,자곡로 180,-,직거래,-
508,대구광역시 동구 신암동,207-12,0207,0012,동대구파크뷰,32.76,202409,04,"8,000",8,개인,개인,2015, ,-,중개거래,대구 동구
509,경기도 광명시 일직동,517,0517,0000,광명역센트럴자이,22.5635,202409,04,"15,350",18,공공기관,개인,2018,광명역로 28,20240904,중개거래,경기 광명시
510,강원특별자치도 속초시 영랑동,148-9,0148,0009,설악비치리조텔,31.88,202409,04,"6,500",9,개인,개인,1991,중앙로 346,-,중개거래,강원 속초시
511,대구광역시 중구 남일동,3월 29일,0029,0003,동성로 하우스디어반,25.1142,202409,04,"10,550",8,개인,법인,2021,국채보상로 570,-,중개거래,대구 중구
512,서울특별시 영등포구 양평동2가,43-14,0043,0014,CO-OP Residence/오목교,26.38,202409,04,"11,700",10,개인,개인,2004,영등포로3길 23,-,중개거래,서울 영등포구
513,부산광역시 수영구 민락동,176-18,0176,0018,(176-18),22.22,202409,04,"30,000",13,개인,개인,2022,광안해변로 269,-,중개거래,부산 수영구
514,서울특별시 마포구 도화동,559,0559,0000,마포트라팰리스,80.3,202409,04,"94,800",17,법인,개인,2006,마포대로 53,-,중개거래,서울 마포구
515,경기도 시흥시 매화동,355-3,0355,0003,지니하우스3,77.585,202409,04,"15,000",2,법인,개인,2021, ,20240904,직거래,-
516,부산광역시 금정구 구서동,415-8,0415,0008,한진 스카이 아파트,35.04,202409,04,"7,800",4,개인,개인,2010,금정로233번길 21,-,중개거래,부산 금정구
517,대전광역시 유성구 지족동,898-3,0898,0003,야베스빌딩,44.262,202409,04,"8,500",10,법인,법인,2009,노은로 173,-,중개거래,대전 유성구
518,서울특별시 금천구 가산동,139-3,0139,0003,램킨푸르지오시티,19.96,202409,04,"12,700",3,법인,개인,2013,벚꽃로56길 182,-,직거래,-
519,인천광역시 서구 청라동,Feb.97,0097,0002,청라 큐브시그니처 2차 오피스텔,34.238,202409,04,"22,800",6,개인,법인,2022,청라한내로72번길 13,-,직거래,-
520,경기도 안산시 단원구 고잔동,724,0724,0000,골든빌,30.42,202409,04,"8,300",10,개인,개인,2004,광덕대로 206,-,중개거래,경기 안산시 단원구
521,서울특별시 마포구 도화동,559,0559,0000,마포트라팰리스,76.81,202409,04,"87,000",23,개인,개인,2006,마포대로 53,-,중개거래,서울 마포구
522,경기도 고양시 일산동구 장항동,854-1,0854,0001,양우드라마시티,33.97,202409,04,"8,000",9,개인,개인,2003,백마로213번길 36,-,중개거래,경기 고양시 일산동구
523,경상남도 진주시 칠암동,448,0448,0000,씨티펄,20.32,202409,04,"5,000",9,개인,개인,2004,동진로 29,-,직거래,-
524,서울특별시 마포구 합정동,473,0473,0000,마포 한강 2차 푸르지오,23.09,202409,04,"30,250",19,개인,개인,2016,월드컵로3길 14,-,중개거래,"경기 고양시 일산동구, 서울 마포구"
525,서울특별시 서초구 서초동,1588-5,1588,0005,디아레나 서초,38.29,202409,04,"31,000",4,개인,개인,2020,효령로53길 24,-,직거래,-
526,경기도 안산시 단원구 신길동,1616,1616,0000,삼익 리베리움,23.31,202409,04,"11,500",5,개인,개인,2018,신길로1길 94,-,직거래,-
527,인천광역시 남동구 간석동,100-1,0100,0001,세종에이펙스,68.4,202409,04,"23,000",6,개인,개인,2021,간석로 40,-,중개거래,인천 중구
528,경기도 화성시 능동,1065-3,1065,0003,동탄 푸르지오 시티,32.058,202409,04,"11,500",13,개인,개인,2013,동탄원천로 360,-,중개거래,경기 화성시
529,서울특별시 금천구 가산동,139-3,0139,0003,램킨푸르지오시티,19.96,202409,04,"13,000",4,법인,개인,2013,벚꽃로56길 182,-,직거래,-
530,서울특별시 강남구 수서동,713,0713,0000,수서현대벤쳐빌,37.88,202409,04,"30,500",5,법인,법인,2002,밤고개로1길 10,-,중개거래,서울 강남구
531,인천광역시 미추홀구 주안동,200-23,0200,0023,스타뷰,81.82,202409,04,"17,500",2,개인,개인,2015,19,-,직거래,-
532,인천광역시 부평구 부평동,374-1,0374,0001,부평한라비발디,24.276,202409,04,"12,900",13,개인,개인,2021,대정로 7,-,중개거래,인천 부평구
533,경기도 광명시 일직동,517,0517,0000,광명역센트럴자이,22.5635,202409,04,"15,350",18,공공기관,개인,2018,광명역로 28,-,중개거래,경기 광명시
534,경기도 성남시 분당구 수내동,11월 1일,0011,0001,청구블루빌,35.67,202409,04,"19,900",3,개인,개인,2000,황새울로 224,-,중개거래,경기 성남시 분당구
535,경기도 군포시 당동,745-5,0745,0005,한림오피스텔,31.4,202409,04,"7,500",11,개인,개인,2003,군포로 545,-,중개거래,경기 군포시
536,경기도 남양주시 다산동,3129-94,3129,0094,네이션스오피스텔,20,202409,04,"11,400",5,개인,개인,2021,경춘로 442-2,-,중개거래,경기 남양주시
537,경기도 수원시 팔달구 매산로1가,11월 9일,0011,0009,세진브론즈빌,32.34,202409,04,"9,600",6,개인,개인,2006,덕영대로 899,-,중개거래,경기 수원시 팔달구
538,서울특별시 서대문구 대현동,104-5,0104,0005,신촌푸르지오시티,26.752,202409,04,"23,200",6,개인,개인,2014,신촌역로 7,-,중개거래,"서울 마포구, 서울 서대문구"
539,인천광역시 부평구 부평동,119-50,0119,0050,더스카이뷰,66.58,202409,04,"18,000",5,개인,개인,2016,부흥북로96번길 10-10,-,중개거래,인천 부평구
540,서울특별시 광진구 화양동,21-20,0021,0020,광진캠퍼스시티,17.487,202409,04,"16,100",15,개인,개인,2017, ,-,중개거래,서울 광진구
541,서울특별시 마포구 상암동,1653,1653,0000,DMC 이안상암2단지,103.34,202409,04,"78,000",32,개인,개인,2007,월드컵북로 361,-,직거래,-
542,서울특별시 마포구 상암동,1734,1734,0000,상암 한화 오벨리스크,19.93,202409,04,"10,400",6,개인,개인,2013,구룡길 19,-,중개거래,서울 마포구
543,서울특별시 영등포구 영등포동1가,110-6,0110,0006,여의도 노블루체91,21.98,202409,04,"26,000",7,개인,개인,2021,경인로 888,-,중개거래,서울 영등포구
544,서울특별시 관악구 신림동,1462-34,1462,0034,(1462-34),18.93,202409,04,"10,000",4,개인,개인,2005,관천로 82-1,-,중개거래,서울 관악구
545,광주광역시 광산구 송정동,845-10,0845,0010,송정역 한국아델리움 더 씨티,49.2109,202409,04,"14,000",7,개인,법인,2021,송정로15번길 27,-,직거래,-
546,서울특별시 강서구 화곡동,920-16,0920,0016,청솔펠리스,19.92,202409,04,"9,550",5,개인,개인,2012,곰달래로 82,-,중개거래,서울 강서구
547,경기도 수원시 권선구 고색동,948,0948,0000,고색리치아노,27.68,202409,03,"11,000",7,개인,개인,2020,오목천로152번길 60,-,중개거래,경기 수원시 권선구
548,경기도 수원시 팔달구 인계동,1036-6,1036,0006,인계 오피앙 오피스텔,19.14,202409,03,"5,050",8,개인,개인,2004,인계로 132,-,직거래,-
549,경기도 성남시 중원구 성남동,4169,4169,0000,성남 메트로칸,36.93,202409,03,"19,500",11,개인,개인,2011,성남대로 1133,-,중개거래,경기 성남시 중원구
550,서울특별시 중랑구 묵동,169-10,0169,0010,묵동신도주상복합,25.48,202409,03,"12,650",4,개인,개인,2004,동일로 946,-,중개거래,서울 중랑구
551,서울특별시 도봉구 방학동,719-2,0719,0002,북한산현대렉시온오피스텔,32.1,202409,03,"15,000",11,개인,개인,2004,도봉로152길 16,-,중개거래,서울 도봉구
552,서울특별시 도봉구 도봉동,Jan.62,0062,0001,도봉 엠블렘,18.961,202409,03,"10,150",5,개인,개인,2018, ,-,중개거래,서울 도봉구
553,서울특별시 서대문구 합동,117,0117,0000,충정로대우디오빌,30.86,202409,03,"21,700",9,개인,개인,2006,서소문로 37,-,중개거래,서울 서대문구
554,서울특별시 종로구 종로1가,24,0024,0000,르메이에르종로타운1,36.23,202409,03,"31,500",11,개인,개인,2007,종로 19,-,중개거래,서울 종로구
555,제주특별자치도 제주시 노형동,924-1,0924,0001,이편한세상 시티 노형,64.5957,202409,03,"31,800",3,개인,법인,2019,원노형남1길 11,-,중개거래,제주 제주시
556,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30,202409,03,"4,500",10,개인,법인,1991,도령로 54,-,중개거래,제주 제주시
557,서울특별시 양천구 신정동,318-1,0318,0001,목동대림아크로텔,56.5,202409,03,"53,500",13,개인,개인,2004,목동서로 277,-,중개거래,서울 양천구
558,서울특별시 강서구 등촌동,656,0656,0000,경동미르웰한올림,16.19,202409,03,"12,900",2,개인,개인,2016,화곡로64길 2,-,중개거래,서울 강서구
559,경상남도 진주시 충무공동,Feb.40,0040,0002,트레젠웰가,27.46,202409,03,"8,600",8,개인,개인,2016,영천강로 172,-,중개거래,경남 진주시
560,경상남도 창원시 마산합포구 해운동,Jan.63,0063,0001,경민파라다이스201,25.2,202409,03,"2,650",12,개인,개인,1999,해안대로 15,-,중개거래,경남 창원시 마산합포구
561,서울특별시 영등포구 당산동5가,9월 2일,0009,0002,당산 삼성쉐르빌,25.09,202409,03,"20,000",17,개인,개인,2013,당산로45길 1,-,중개거래,서울 영등포구
562,서울특별시 영등포구 문래동6가,2월 16일,0016,0002,문래파라곤,85.6,202409,03,"68,200",12,개인,개인,2005,선유로11길 12,-,중개거래,서울 영등포구
563,전라남도 목포시 옥암동,956-3,0956,0003,영신오피스텔,35.2,202409,03,"3,300",3,법인,개인,2001,옥암로124번길 23,-,직거래,-
564,전라남도 목포시 옥암동,1042-13,1042,0013,코아오피스빌2,46.34,202409,03,"3,800",5,개인,개인,2003,복산길12번길 12,-,직거래,-
565,서울특별시 동작구 노량진동,1월 16일,0016,0001,노량진 드림스퀘어 복합빌딩,24.1329,202409,03,"24,000",14,개인,기타,2020,노들로2길 7,-,직거래,-
566,서울특별시 동작구 사당동,1049-8,1049,0008,더원캐슬,23.65,202409,03,"25,000",3,개인,개인,2020,남부순환로 2021-1,-,직거래,-
567,충청남도 천안시 서북구 성정동,1271,1271,0000,양지렉스빌오피스텔,25.63,202409,03,"3,550",2,개인,개인,2004,성정공원6길 1-10,-,중개거래,충남 천안시 동남구
568,서울특별시 서초구 서초동,1355-8,1355,0008,중앙로얄오피스텔,30.33,202409,03,"12,700",13,개인,개인,1993,서운로 13,-,직거래,-
