NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
11362,제주특별자치도 서귀포시 강정동,200,200,0,제주강정유승한내들퍼스트오션,84.991,202408,28,"49,000",-,3,개인,개인,2017,대청로 34,-,중개거래,제주 서귀포시,-
11363,경상북도 경산시 정평동,276,276,0,정평역하늘채RIVERPARK,84.6947,202408,28,"39,800",-,19,개인,개인,2020,정평길 30,-,중개거래,경북 경산시,-
11364,경상북도 경산시 정평동,276,276,0,정평역하늘채RIVERPARK,84.6947,202408,28,"39,800",-,19,개인,개인,2020,정평길 30,20240902,중개거래,경북 경산시,-
11365,강원특별자치도 강릉시 교동,1750,1750,0,교동1주공,59.89,202408,28,"20,000",-,3,개인,개인,1999,가작로 78,-,중개거래,강원 강릉시,-
11366,충청북도 청주시 흥덕구 복대동,2607,2607,0,세원테마빌,74.9884,202408,28,"25,500",-,6,개인,개인,2001,짐대로 14,-,중개거래,충북 청주시 흥덕구,-
11367,충청북도 청주시 흥덕구 복대동,3029,3029,0,현대2,60,202408,28,"18,700",-,3,개인,개인,1999,증안로 77,-,중개거래,충북 청주시 흥덕구,-
11368,충청북도 청주시 흥덕구 복대동,3367,3367,0,어울림,84.627,202408,28,"38,000",-,6,개인,개인,2009,대신로74번길 21,-,중개거래,충북 청주시 흥덕구,-
11369,경상북도 포항시 남구 연일읍 생지리,Jul.57,57,7,명성강변1,84.95,202408,28,"10,500",-,3,개인,개인,1990,형산강남로 300,-,중개거래,경북 포항시 남구,-
11370,경상북도 경산시 정평동,255-87,255,87,우방맨션3차,59.94,202408,28,"13,000",107,8,개인,개인,1994,대학로12길 11-2,-,직거래,-,2024.8.29
11371,제주특별자치도 제주시 삼도이동,300-4,300,4,미듬아뜨리에,84.7042,202408,28,"33,800",-,7,개인,개인,2006,중앙로26길 25,-,중개거래,제주 제주시,-
11372,경상남도 양산시 동면 내송리,902,902,0,사송더샵데시앙1단지,84.9421,202408,28,"46,000",-,6,개인,개인,2021,내송큰들로 141,-,중개거래,경남 양산시,-
11373,경상남도 함안군 칠서면 무릉리,1122-1,1122,1,칠서에이스2단지,39.15,202408,28,"5,450",205,7,개인,개인,2001,칠평로 62,-,중개거래,경남 함안군,2024.9.5
11374,경상남도 함안군 칠서면 무릉리,1122,1122,0,칠서에이스1단지,39.15,202408,28,"5,500",104,10,개인,개인,2001,칠평로 63,-,중개거래,경남 함안군,2024.9.10
11375,전라남도 목포시 상동,1019,1019,0,신안2,59.94,202408,28,"10,100",-,5,개인,개인,1996,하당로 14,-,중개거래,전남 목포시,-
11376,전라남도 목포시 상동,766,766,0,주공2,38.64,202408,28,"4,350",203,5,개인,개인,1992,상동로 43,-,중개거래,전남 목포시,2024.8.30
11377,경상북도 김천시 교동,950,950,0,코아루1차,84.9015,202408,28,"15,500",-,15,개인,개인,2006,삼락택지길 132,-,중개거래,경북 김천시,-
11378,경상남도 통영시 광도면 죽림리,1582-6,1582,6,주영더팰리스4차,84.9859,202408,28,"27,400",-,14,개인,개인,2014,신죽2길 112,20240909,중개거래,경남 통영시,-
11379,경상북도 경산시 중산동,624,624,0,펜타힐즈서한이다음,59.8794,202408,28,"28,500",-,27,개인,개인,2014,옥산로 217,-,중개거래,경북 경산시,-
11380,경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,84.9772,202408,28,"43,000",-,31,개인,개인,2017,펜타힐즈2로 60,-,중개거래,경북 경산시,-
11381,경상북도 경산시 중산동,643,643,0,펜타힐즈더샵1차,84.9772,202408,28,"43,500",-,20,개인,개인,2017,펜타힐즈2로 60,-,중개거래,"경북 경산시, 대구 수성구",-
11382,경상북도 경산시 중산동,705,705,0,중산자이1단지,84.9901,202408,28,"54,000",-,2,개인,개인,2023,펜타힐즈1로 130,20240828,중개거래,경북 경산시,-
11383,경상북도 경산시 중산동,705,705,0,중산자이1단지,84.9901,202408,28,"54,000",-,2,개인,개인,2023,펜타힐즈1로 130,-,중개거래,경북 경산시,-
11384,충청북도 청주시 흥덕구 복대동,3379,3379,0,신영지웰시티1차,124.816,202408,28,"77,500",-,7,개인,개인,2010,대농로 17,-,중개거래,충북 청주시 흥덕구,-
11385,전북특별자치도 전주시 덕진구 우아동3가,762,762,0,이편한세상우아,84.849,202408,28,"45,500",-,15,개인,개인,2018,우아로 50,-,중개거래,전북 전주시 덕진구,-
11386,전라남도 구례군 구례읍 봉북리,1432-1,1432,1,섬지뜰,83.7442,202408,28,"18,600",-,8,개인,개인,2011,구례2길 105,-,중개거래,전남 구례군,-
11387,전라남도 목포시 상동,1014-1,1014,1,하당현대,59.98,202408,28,"10,200",-,9,법인,개인,1996,통일대로37번길 15,-,중개거래,전남 목포시,-
11388,전라남도 목포시 상동,860,860,0,목포하당중흥S-클래스센텀뷰,84.9967,202408,28,"35,200",-,10,개인,개인,2022,비파로 96,-,중개거래,전남 목포시,-
11389,전라남도 목포시 용해동,205-1,205,1,구용해,39.87,202408,28,"2,200",1,5,개인,개인,1975,이로로4번길 10,-,직거래,-,2024.9.10
11390,충청북도 제천시 청전동,987,987,0,덕일한마음,84.495,202408,28,"14,500",-,15,개인,개인,1995,칠성로 5,-,중개거래,충북 제천시,-
11391,강원특별자치도 평창군 대관령면 용산리,161,161,0,용평빌리지,84.289,202408,28,"20,000",-,7,법인,개인,2002,솔봉로 463-6,-,중개거래,강원 평창군,2024.9.6
11392,경상남도 사천시 동금동,583,583,0,금성백조예미지,84.3848,202408,28,"30,700",-,11,개인,개인,2019,신항로 64,-,중개거래,경남 사천시,-
11393,충청북도 청주시 상당구 금천동,476,476,0,금천우미린,76.0938,202408,28,"26,200",-,14,개인,개인,2014,꽃산동로 25,-,중개거래,충북 청주시 상당구,-
11394,경상남도 김해시 삼문동,1275,1275,0,이안센트럴포레장유1단지,59.9616,202408,28,"25,300",-,5,개인,법인,2023,대청로261번길 7,20240905,중개거래,경남 김해시,-
11395,전라남도 광양시 광양읍 구산리,832-1,832,1,덕진광양의봄,84.9941,202408,28,"15,666",103,14,개인,개인,2013,서평1길 9,-,직거래,-,2024.8.29
11396,경상남도 창원시 마산회원구 양덕동,Jan.84,84,1,메트로시티,84.9933,202408,28,"49,250",-,4,개인,개인,2009,양덕서로 30,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구",-
11397,강원특별자치도 동해시 이도동,751,751,0,동해아이파크,75.96,202408,28,"26,700",104,9,개인,개인,2018,배골길 32-4,-,중개거래,강원 동해시,2024.9.6
11398,경상북도 안동시 용상동,985-1,985,1,용상1주공,35.638,202408,28,"4,300",6,1,개인,개인,1980,경동로 905,-,중개거래,경북 안동시,2024.9.3
11399,경상북도 안동시 용상동,1625,1625,0,용상5-1주공,49.62,202408,28,"7,900",-,6,개인,개인,1998,경동로 977-6,-,중개거래,경북 안동시,-
11400,충청남도 아산시 배방읍 북수리,1534,1534,0,롯데캐슬,84.9858,202408,28,"24,000",-,14,개인,개인,2008,북수로 183,-,중개거래,충남 아산시,-
11401,경상북도 포항시 남구 연일읍 동문리,141-1,141,1,연일삼도한솔타운3,59.955,202408,28,"8,500",-,3,개인,개인,1998,철강로 71,-,중개거래,경북 포항시 남구,-
11402,경상남도 사천시 사천읍 선인리,277-5,277,5,덕진봄,59.9616,202408,28,"14,900",-,3,개인,개인,2012,옥산로 97,-,중개거래,경남 사천시,-
11403,강원특별자치도 원주시 지정면 가곡리,1493,1493,0,원주기업도시라온프라이빗,59.7836,202408,28,"22,800",-,13,개인,개인,2018,가곡로 132,-,중개거래,강원 원주시,-
11404,전북특별자치도 부안군 부안읍 봉덕리,873,873,0,봉덕주공,49.62,202408,28,"8,000",103,8,개인,개인,1998,학동길 4,-,직거래,-,2024.8.30
11405,전라남도 화순군 화순읍 일심리,670,670,0,청전,84.64,202408,28,"17,500",-,1,개인,개인,1996,광덕로 156,-,중개거래,전남 화순군,-
11406,경상남도 김해시 삼문동,1275,1275,0,이안센트럴포레장유1단지,59.9616,202408,28,"25,300",-,5,개인,법인,2023,대청로261번길 7,-,중개거래,경남 김해시,-
11407,경상남도 김해시 삼문동,Mar.60,60,3,젤미마을1단지부영11차,47.382,202408,28,"8,500",-,9,개인,개인,2002,번화2로 90,-,중개거래,경남 김해시,-
11408,경상남도 사천시 정동면 고읍리,601-25,601,25,토산아델리움(1단지),59.7884,202408,28,"10,000",-,9,개인,개인,2005,진삼로 1382-16,-,중개거래,경남 사천시,-
11409,충청북도 충주시 칠금동,1015,1015,0,부영아파트(2차),60,202408,28,"13,400",-,13,개인,개인,1996,칠금중앙로 30,-,중개거래,충북 충주시,-
11410,경상북도 김천시 신음동,847-2,847,2,금류,59.5,202408,28,"7,800",-,14,개인,개인,1994,시청2길 30,-,중개거래,경북 김천시,-
11411,충청북도 청주시 상당구 금천동,137,137,0,효성2차,27.27,202408,28,"3,630",201동,7,개인,개인,1998,수영로196번길 12-17,-,직거래,-,2024.9.4
11412,강원특별자치도 태백시 황지동,678,678,0,이원예채,123.36,202408,28,"22,500",104,3,개인,법인,2007,대학길 81,-,직거래,-,2024.8.28
11413,강원특별자치도 원주시 행구동,1815-1,1815,1,행구금강아미움아파트,84.9,202408,28,"22,000",-,9,개인,개인,2007,행구로 140,-,중개거래,강원 원주시,-
11414,충청북도 진천군 덕산읍 두촌리,2487,2487,0,충북혁신리슈빌,74.82,202408,28,"28,000",-,12,개인,개인,2018,연미로 128,-,중개거래,충북 음성군,-
11415,강원특별자치도 원주시 소초면 장양리,816,816,0,영진1차,59.88,202408,28,"6,500",103,13,개인,개인,1992,장막2길 12,-,중개거래,강원 원주시,2024.8.28
11416,강원특별자치도 철원군 동송읍 이평리,588-3,588,3,한국개나리,59.91,202408,28,"7,500",-,4,개인,개인,1995,금학로136번길 18,-,중개거래,강원 철원군,-
11417,충청남도 아산시 배방읍 공수리,1730,1730,0,아산배방우방아이유쉘2차,78.9792,202408,28,"31,100",-,19,개인,법인,2021,배방로 58-44,-,직거래,-,-
11418,충청남도 아산시 배방읍 공수리,1730,1730,0,아산배방우방아이유쉘2차,61.9749,202408,28,"25,300",-,19,개인,법인,2021,배방로 58-44,-,직거래,-,-
11419,경상남도 진주시 가좌동,1986,1986,0,신진주역세권우미린더시그니처,116.8943,202408,28,"70,400",-,11,개인,개인,2024,진주역로 55,-,중개거래,경남 진주시,-
11420,강원특별자치도 속초시 조양동,1499,1499,0,부영3,84.88,202408,28,"26,700",-,13,개인,개인,1996,소평로 162,-,중개거래,강원 속초시,-
11421,충청북도 충주시 봉방동,1046,1046,0,충주푸르지오,84.961,202408,28,"34,000",-,2,개인,개인,2014,봉계1길 7,-,중개거래,충북 충주시,-
11422,강원특별자치도 원주시 행구동,1863,1863,0,원주행구동골드클래스,84.9019,202408,28,"35,500",-,9,개인,법인,2022,영랑길 20,-,직거래,-,-
11423,충청남도 천안시 서북구 성거읍 천흥리,533-5,533,5,진성,59.88,202408,28,"8,200",-,11,개인,개인,1993,성거길 152-9,-,중개거래,충남 천안시 서북구,-
11424,강원특별자치도 춘천시 소양로2가,183,183,0,e편한세상춘천,84.966,202408,28,"37,200",-,9,개인,개인,2014,서부대성로 33,-,중개거래,강원 춘천시,-
11425,강원특별자치도 동해시 천곡동,380-2,380,2,현대1차,84.945,202408,28,"15,000",-,13,개인,개인,1993,한섬로 8,-,중개거래,강원 동해시,-
11426,강원특별자치도 원주시 문막읍 동화리,1544-3,1544,3,금광포란재,37.8,202408,28,"3,150",-,2,개인,개인,1993,동화초교길 15,-,직거래,-,-
11427,충청북도 진천군 광혜원면 죽현리,202,202,0,갑을아파트,39.06,202408,28,"4,500",-,11,개인,개인,2000,진광로 923,20240829,중개거래,충북 진천군,-
11428,충청북도 진천군 광혜원면 죽현리,202,202,0,갑을아파트,39.06,202408,28,"4,500",101,11,개인,개인,2000,진광로 923,-,중개거래,충북 진천군,2024.8.30
11429,전북특별자치도 익산시 모현동1가,812,812,0,익산배산사랑으로부영1차,84.9933,202408,28,"24,000",109,2,개인,개인,2012,선화로 41,-,직거래,-,2024.8.29
11430,전북특별자치도 익산시 모현동1가,2월 1일,2,1,현대(1),126.68,202408,28,"16,500",-,6,개인,개인,1991,익산대로17길 16,-,중개거래,전북 익산시,-
11431,경상남도 창원시 마산합포구 월영동,704-1,704,1,현대건설1차,59.7,202408,28,"16,000",-,22,개인,개인,1998,월영마을로 12,-,중개거래,경남 창원시 마산합포구,-
11432,강원특별자치도 동해시 천곡동,1077,1077,0,삼성,84.98,202408,28,"17,700",-,1,개인,개인,1991,대학로 31,-,중개거래,강원 동해시,-
11433,경상남도 김해시 구산동,256,256,0,시영,49.88,202408,28,"8,400",4,1,개인,개인,1994,가락로 237,-,직거래,-,2024.9.4
11434,경상남도 창원시 마산합포구 월영동,614-7,614,7,월영동아,59.526,202408,28,"12,500",-,1,법인,개인,1998,월영남로 59,-,중개거래,경남 창원시 마산합포구,-
11435,충청북도 충주시 호암동,1063,1063,0,충주호암두진하트리움아파트,84.803,202408,28,"43,000",-,3,개인,개인,2019,호암수청2로 78,-,중개거래,충북 충주시,-
11436,충청남도 천안시 동남구 청당동,992,992,0,청당코오롱하늘채,84.9958,202408,28,"35,000",-,4,개인,개인,2019,광풍로 1800,-,중개거래,충남 천안시 동남구,-
11437,충청북도 진천군 광혜원면 실원리,650,650,0,포레가,59.9925,202408,28,"17,000",-,1,개인,법인,2022,화랑길 64-14,-,중개거래,충북 진천군,-
11438,경상북도 포항시 북구 흥해읍 초곡리,1761,1761,0,초곡삼구트리니엔시티,84.9992,202408,28,"28,300",-,30,개인,개인,2018,초곡지구로58번길 52,-,중개거래,경북 포항시 북구,-
11439,충청북도 충주시 중앙탑면 용전리,656,656,0,미진이지비아,73.2972,202408,28,"22,000",-,9,개인,개인,2017,기업도시로 189,-,중개거래,충북 충주시,-
11440,경상남도 창원시 마산합포구 신포동1가,1월 13일,13,1,센트럴,49.85,202408,28,"15,600",107,9,개인,개인,2001,서성로 23,-,중개거래,경남 창원시 마산합포구,2024.8.29
11441,경상북도 김천시 모암동,114-3,114,3,한일파크맨션,81.71,202408,28,"4,500",-,2,개인,개인,1990,모암길 117,-,중개거래,경북 김천시,-
11442,경상북도 경주시 천북면 모아리,1146-53,1146,53,양지타워빌,59.46,202408,28,"3,300",-,14,개인,개인,2015,모아동산길 20,-,중개거래,경북 경주시,-
11443,충청북도 음성군 맹동면 동성리,246,246,0,엘에이치이노밸리,74.42,202408,28,"23,000",-,24,개인,개인,2014,학예로 55,-,중개거래,충북 음성군,-
11444,경상남도 김해시 내동,1132-4,1132,4,현대1차,59.955,202408,28,"17,000",-,12,개인,개인,1995,구지로 55,-,중개거래,경남 김해시,-
11445,경상북도 김천시 율곡동,8,8,0,김천혁신도시이지더원,110.861,202408,28,"46,200",-,14,개인,개인,2016,해오름1로 37,-,중개거래,경북 김천시,-
11446,전북특별자치도 전주시 완산구 중화산동1가,329,329,0,현대(A단지),84.97,202408,28,"21,500",-,8,개인,개인,1999,안행로 175,-,중개거래,전북 전주시 완산구,-
11447,강원특별자치도 원주시 일산동,355-1,355,1,원흥2,71.015,202408,28,"9,500",-,8,개인,개인,1992,무실로 130,-,중개거래,강원 원주시,-
11448,충청남도 서산시 읍내동,873,873,0,양우내안애퍼스트힐,72.608,202408,28,"26,300",-,15,개인,개인,2018,안견로 457,-,중개거래,충남 서산시,-
11449,충청북도 제천시 하소동,353,353,0,주공2,58.74,202408,28,"10,300",-,12,개인,개인,1995,하소로 88,-,중개거래,충북 제천시,-
11450,경상남도 김해시 삼계동,610,610,0,삼계이안,84.9523,202408,28,"26,000",-,4,개인,개인,2007,해반천로278번길 12-27,-,중개거래,경남 김해시,-
11451,경상남도 김해시 삼계동,1549,1549,0,삼계한라비발디센텀시티,84.9743,202408,28,"42,250",-,12,개인,개인,2021,두곡로 15,-,중개거래,경남 김해시,-
11452,경상남도 창원시 마산합포구 교원동,46,46,0,무학자이,84.9785,202408,28,"35,500",-,18,개인,개인,2011,노산서18길 19,-,중개거래,경남 창원시 마산합포구,-
11453,전라남도 무안군 삼향읍 남악리,2100,2100,0,남악신도시아이파크,84.91,202408,28,"21,500",-,14,개인,개인,2007,남악2로74번길 14,-,중개거래,전남 목포시,-
11454,전라남도 나주시 대호동,1020,1020,0,대방노블랜드1차,59.98,202408,28,"12,300",107,2,개인,개인,2006,대호길 76-8,-,중개거래,"경기 성남시 수정구, 전남 나주시",2024.8.28
11455,강원특별자치도 원주시 단구동,1684-1,1684,1,청솔4차,58.65,202408,28,"9,400",403,1,개인,개인,2001,단구로 416,-,중개거래,강원 원주시,2024.8.29
11456,충청남도 천안시 동남구 구성동,259,259,0,신성천안미소지움,59.846,202408,28,"18,300",-,13,개인,개인,2006,천안대로 483-8,-,중개거래,충남 천안시 동남구,-
11457,전라남도 화순군 화순읍 대리,155,155,0,흥용한고을,39.78,202408,28,"4,000",101,1,개인,개인,1999,한고을길 12,-,중개거래,전남 화순군,2024.9.4
11458,전라남도 화순군 화순읍 대리,121,121,0,대광로제비앙2차,39.36,202408,28,"5,500",201,11,개인,법인,1998,칠충로 44,-,중개거래,전남 화순군,2024.8.29
11459,전라남도 화순군 화순읍 계소리,135-1,135,1,오성2,59.825,202408,28,"7,500",101,14,개인,개인,1998,오성로 468,-,직거래,-,2024.8.28
11460,경상남도 창원시 성산구 대원동,40,40,0,포레나대원,68.22,202408,28,"58,000",-,8,개인,개인,2018,창원천로 34,-,중개거래,경남 창원시 성산구,-
11461,충청북도 음성군 금왕읍 무극리,585-11,585,11,명운네스트빌,84.7435,202408,28,"13,000",-,1,개인,개인,2004,무극로 203-10,-,중개거래,충북 음성군,-
11462,충청북도 음성군 금왕읍 내송리,216-1,216,1,우원,33.75,202408,28,"3,900",102,5,법인,개인,2003,금일로 108,-,중개거래,충북 음성군,2024.9.4
11463,전라남도 순천시 조례동,1730-1,1730,1,서해골드빌,84.8462,202408,28,"19,000",104,8,개인,개인,2004,비봉길 6,-,직거래,-,2024.8.28
11464,전라남도 순천시 조례동,766,766,0,시대,36.368,202408,28,"6,350",102,7,개인,개인,1992,비봉2길 22,-,중개거래,전남 순천시,2024.8.29
11465,전라남도 순천시 조례동,372-1,372,1,대주파크빌3차,84.9668,202408,28,"26,700",-,4,개인,개인,2005,조례연동길 5,-,중개거래,전남 순천시,-
11466,전라남도 순천시 조례동,1362,1362,0,현대5,99.98,202408,28,"22,300",-,17,개인,개인,2001,봉화1길 33,-,중개거래,전남 순천시,-
11467,전라남도 순천시 조례동,1804,1804,0,왕지중흥3,59.94,202408,28,"11,400",-,8,개인,법인,1999,왕궁길 60,-,중개거래,전남 순천시,-
11468,강원특별자치도 원주시 단구동,1588-4,1588,4,청솔2차,58.65,202408,28,"11,000",-,14,개인,개인,2000,단구로 408,-,중개거래,강원 원주시,-
11469,전라남도 순천시 조례동,1608,1608,0,금당대주,84.92,202408,28,"14,000",-,7,개인,개인,1995,지봉로 485,-,중개거래,전남 순천시,-
11470,경상북도 김천시 덕곡동,1196-1,1196,1,덕곡한마음타운,59.64,202408,28,"7,900",104,8,개인,개인,1999,한마음길 8,-,중개거래,경북 김천시,2024.9.6
11471,경기도 여주시 오학동,361,361,0,신도브래뉴리버뷰,159.133,202408,28,"45,500",-,1,개인,개인,2009,학동2길 12,-,중개거래,경기 여주시,-
11472,충청북도 제천시 신백동,209-8,209,8,선광로즈웰(임대),46.015,202408,28,"8,100",103,7,개인,법인,2000,신백로 30,-,중개거래,충북 제천시,2024.9.5
11473,강원특별자치도 원주시 단구동,1588-3,1588,3,세경5차,59.95,202408,28,"7,200",501,15,개인,개인,2001,단구로 412,-,중개거래,강원 원주시,2024.8.29
11474,강원특별자치도 원주시 단구동,1517-3,1517,3,청솔7차,59.85,202408,28,"11,000",701,2,개인,개인,2002,남원로 494,-,직거래,-,2024.8.29
11475,강원특별자치도 원주시 단구동,1451,1451,0,단구동한신더휴,59.9602,202408,28,"26,850",-,13,개인,개인,2017,단구로 250,-,중개거래,강원 원주시,-
11476,충청북도 제천시 신백동,201-1,201,1,화성(1~8동),44.64,202408,28,"5,400",-,1,개인,개인,1988,신백로14길 13,-,중개거래,충북 제천시,-
11477,경상남도 김해시 삼정동,Sep.70,70,9,드림캐슬,84.59,202408,28,"10,500",-,1,개인,개인,2002,활천로74번길 29,-,중개거래,경남 김해시,-
11478,충청남도 천안시 서북구 백석동,1178,1178,0,백석2차아이파크,84.9868,202408,28,"37,500",-,1,개인,개인,2014,한들3로 35-23,-,중개거래,충남 천안시 서북구,-
11479,충청남도 천안시 서북구 백석동,1178,1178,0,백석2차아이파크,84.9868,202408,28,"45,500",-,21,개인,개인,2014,한들3로 35-23,-,중개거래,충남 천안시 서북구,-
11480,경상남도 창원시 성산구 용호동,70,70,0,용지아이파크,84.7312,202408,28,"90,800",-,18,개인,개인,2017,원이대로579번길 13,-,중개거래,경남 창원시 성산구,-
11481,경상북도 포항시 북구 우현동,546,546,0,우현2차금성굿모닝,64.4565,202408,28,"15,100",-,10,개인,개인,2016,아치로 47,-,중개거래,경북 포항시 북구,-
11482,충청남도 천안시 서북구 두정동,526-1,526,1,극동늘푸른,59.91,202408,28,"15,200",-,6,개인,개인,1996,늘푸른6길 42,-,중개거래,충남 천안시 서북구,-
11483,경상남도 김해시 지내동,360,360,0,지내동2차양지마을동원,80.0079,202408,28,"15,450",-,13,개인,개인,2002,분성로727번길 21,-,중개거래,"경남 김해시, 부산 강서구",-
11484,경상남도 창원시 성산구 용호동,66,66,0,일동,59.61,202408,28,"30,900",-,1,개인,개인,1987,외동반림로 216,-,중개거래,경남 창원시 성산구,-
11485,전북특별자치도 익산시 부송동,1040,1040,0,푸른솔,49.95,202408,28,"7,300",105,9,개인,개인,1993,부송로 52,-,중개거래,전북 익산시,2024.8.29
11486,전북특별자치도 익산시 평화동,370,370,0,제일1차,84.8211,202408,28,"11,900",-,8,개인,개인,2002,번영로8길 223,-,중개거래,전북 익산시,-
11487,전북특별자치도 익산시 평화동,370,370,0,제일1차,84.8211,202408,28,"13,500",-,8,개인,개인,2002,번영로8길 223,-,중개거래,전북 익산시,-
11488,충청남도 천안시 서북구 두정동,527,527,0,주공그린(8단지),59.97,202408,28,"14,400",103,6,개인,개인,1996,봉정로 381,-,중개거래,충남 천안시 서북구,2024.9.11
11489,전라남도 영광군 영광읍 단주리,370-12,370,12,사직스카이1차아파트,59.96,202408,28,"9,500",101,8,개인,개인,1997,옥당로 233-12,-,직거래,-,2024.9.6
11490,전라남도 순천시 해룡면 신대리,2004,2004,0,중흥에스-클래스3단지,84.9984,202408,28,"34,500",-,3,개인,개인,2014,신대로 96,-,중개거래,전남 순천시,-
11491,경상북도 김천시 지좌동,759-8,759,8,발트하임102동,59.8175,202408,28,"11,300",-,2,개인,법인,2016,황산3길 45-13,-,직거래,-,-
11492,전북특별자치도 군산시 성산면 둔덕리,254,254,0,성산그린빌,39.5,202408,28,"1,600",102,4,개인,개인,1994,오성로 184,-,중개거래,전북 군산시,2024.8.29
11493,경상북도 안동시 수상동,895,895,0,안동코오롱하늘채,59.56,202408,28,"23,000",-,6,개인,개인,2020,앙실로 25,-,중개거래,경북 안동시,-
11494,충청남도 천안시 서북구 두정동,2037,2037,0,두정역푸르지오,123.4878,202408,28,"46,900",-,22,개인,개인,2009,두정역길 48,-,중개거래,충남 천안시 서북구,-
11495,전북특별자치도 군산시 산북동,3616,3616,0,부향하나로1차,39,202408,28,"2,200",-,4,개인,개인,1997,동아로 12,-,중개거래,전북 군산시,2024.9.3
11496,충청남도 당진시 시곡동,136-1,136,1,우민늘사랑,54.6,202408,28,"7,000",-,18,개인,개인,2007,서해로 6216,-,중개거래,충남 당진시,-
11497,충청남도 아산시 염치읍 송곡리,Jan.46,46,1,신일,49.84,202408,28,"7,650",101,9,개인,개인,2001,송곡길68번길 3,-,중개거래,충남 아산시,2024.9.5
11498,경상남도 창원시 성산구 가음동,21-36,21,36,창원자이,157.3074,202408,28,"64,000",-,15,개인,개인,2008,원이대로883번길 23,-,중개거래,경남 창원시 성산구,-
11499,충청남도 천안시 서북구 성정동,1433,1433,0,프라지움10차아파트,60,202408,28,"17,700",-,9,개인,개인,2018,성정공원3길 14,-,중개거래,충남 천안시 서북구,-
11500,전라남도 영암군 삼호읍 용앙리,1679-1,1679,1,금호타운,59.92,202408,28,"6,700",106,2,개인,개인,1998,대불주거로 160,-,중개거래,전남 영암군,2024.9.5
11501,경상남도 진주시 평거동,1132,1132,0,엠코타운더프라하,118.6034,202408,28,"68,000",-,16,개인,법인,2014,새평거로 30,-,중개거래,경남 진주시,-
11502,전북특별자치도 전주시 완산구 서신동,764-1,764,1,남양대명미드웰,84.96,202408,28,"23,900",-,10,개인,개인,1995,당산로 55,-,중개거래,전북 전주시 완산구,-
11503,경상남도 진주시 평거동,1130,1130,0,더퀸즈웰가,58.4018,202408,28,"32,900",-,11,개인,개인,2015,새평거로 25,-,중개거래,경남 진주시,-
11504,전북특별자치도 전주시 완산구 서신동,765-1,765,1,서신동아현대,99.99,202408,28,"33,000",-,13,개인,개인,1996,서신로 90,-,중개거래,전북 전주시 완산구,-
11505,경상남도 진주시 충무공동,300,300,0,혁신도시엘에이치아파트8단지,59.97,202408,28,"31,000",-,8,개인,개인,2015,사들로 35,-,중개거래,경남 진주시,-
11506,전북특별자치도 전주시 완산구 서신동,961,961,0,동아한일,60,202408,28,"17,500",-,5,개인,개인,1999,새터로 95,-,중개거래,"전북 전주시 덕진구, 전북 전주시 완산구",-
11507,경상북도 구미시 도량동,868,868,0,도량롯데캐슬골드파크,84.9954,202408,28,"40,700",-,25,개인,개인,2019,문장로 111,-,중개거래,경북 구미시,-
11508,충청북도 충주시 용산동,2628,2628,0,충주3차푸르지오,84.9748,202408,28,"40,500",-,19,개인,개인,2018,염밭로 13,-,중개거래,충북 충주시,-
11509,충청북도 충주시 용산동,335,335,0,영진보람,59.86,202408,28,"12,500",-,13,개인,개인,1996,용산로 33,-,중개거래,충북 충주시,-
11510,경상남도 김해시 관동동,1169,1169,0,힐스테이트김해,59.9819,202408,28,"25,900",-,16,개인,개인,2019,관동로27번길 39,-,중개거래,경남 김해시,-
11511,경상남도 양산시 덕계동,1589,1589,0,양산두산위브,84.9864,202408,28,"29,700",-,22,개인,개인,2019,신덕계3길 36,-,중개거래,경남 양산시,-
11512,경기도 가평군 가평읍 대곡리,360,360,0,우림필유1단지,84.9,202408,28,"22,400",-,3,개인,개인,2006,문화로 112,-,직거래,-,-
11513,충청북도 청주시 상당구 용암동,2082,2082,0,소라,59.43,202408,28,"12,200",-,13,개인,개인,1994,원봉로 21,-,중개거래,충북 청주시 상당구,-
11514,충청북도 청주시 상당구 용암동,2089,2089,0,현대,84.87,202408,28,"16,250",-,1,개인,개인,1995,용암로 23,-,중개거래,충북 청주시 상당구,-
11515,경상남도 김해시 관동동,452-1,452,1,팔판마을1단지부영이그린타운,84.7888,202408,28,"19,000",-,14,개인,개인,2005,덕정로 108,-,중개거래,경남 김해시,-
11516,경상남도 창원시 성산구 성주동,101,101,0,프리빌리지,84.8782,202408,28,"47,500",-,6,개인,개인,2003,대암로 253,-,중개거래,경남 창원시 성산구,-
11517,경상북도 구미시 봉곡동,392,392,0,봉곡2차아이파크,84.7272,202408,28,"19,500",202,3,개인,개인,2005,봉곡남로20길 15,-,직거래,-,2024.8.28
11518,충청북도 청주시 상당구 용암동,2086,2086,0,효성,59.43,202408,28,"11,000",-,1,개인,법인,1994,월평로 221,-,중개거래,충북 청주시 상당구,-
11519,충청북도 청주시 상당구 용암동,2953,2953,0,용암서희스타힐스,59.9924,202408,28,"26,300",-,8,개인,개인,2018,단재로196번길 9,-,중개거래,충북 청주시 상당구,-
