NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
10501,경기도 수원시 영통구 이의동,1338,1338,0000,광교센트럴푸르지오시티,월세,27.48,202408,17,"1,000",80,9,2015,도청로 10,202408~202508,신규,-,,
10502,경기도 수원시 영통구 이의동,1338,1338,0000,광교센트럴푸르지오시티,월세,22.62,202408,17,500,75,8,2015,도청로 10,202408~202508,신규,-,,
10503,경기도 수원시 영통구 이의동,1352,1352,0000,에듀하임1309오피스텔,전세,62.99,202408,17,"38,000",0,3,2014,에듀타운로 101,202409~202609,갱신,-,"33,600",0
10504,경기도 수원시 영통구 이의동,1351,1351,0000,광교 경동 해피리움,월세,23.56,202408,17,"5,000",50,15,2014,에듀타운로 108,202408~202608,신규,-,,
10505,경기도 수원시 영통구 이의동,1336,1336,0000,힐스테이트 광교중앙역,전세,59.19,202408,17,"39,000",0,14,2020,도청로18번길 26,202409~202609,신규,-,,
10506,경기도 수원시 영통구 이의동,1336,1336,0000,힐스테이트 광교중앙역,월세,59.4,202408,17,"20,600",48,18,2020,도청로18번길 26,202410~202610,갱신,-,"20,600",48
10507,경기도 수원시 영통구 이의동,1258-1,1258,0001,킴앤코 시티하임II,월세,21.19,202408,17,"12,000",11,5,2015, ,202409~202609,갱신,사용,"12,000",10
10508,경기도 하남시 망월동,1129-2,1129,0002,미사역 헤리움 애비뉴어,전세,20.34,202408,17,"14,300",0,9,2020, ,202410~202610,갱신,-,"13,650",0
10509,경기도 하남시 망월동,1096,1096,0000,미사 마이움 센트럴 아케이드,월세,24.38,202408,17,"14,000",10,13,2018,미사강변중앙로204번길 22,202409~202609,신규,-,,
10510,경기도 하남시 망월동,1087,1087,0000,마들렌,월세,26.74,202408,17,"12,000",20,12,2018,미사강변중앙로204번길 11,202410~202609,신규,-,,
10511,경기도 하남시 망월동,1100,1100,0000,힐스테이트미사역그랑파사쥬(12-1BL),월세,22.35,202408,17,"10,000",22,8,2020,미사강변동로 95,202409~202509,신규,-,,
10512,경기도 하남시 망월동,1093-1,1093,0001,미사푸르지오시티 A동,전세,21.33,202408,17,"9,724",0,6,2018,미사강변동로 125,202409~202609,갱신,사용,"9,261",0
10513,경기도 하남시 망월동,1100,1100,0000,힐스테이트미사역그랑파사쥬(12-1BL),월세,22.35,202408,17,"10,000",28,9,2020,미사강변동로 95,202409~202609,신규,-,,
10514,경기도 하남시 망월동,1099-1,1099,0001,힐스테이트 미사역 그랑파사쥬(11-1BL),전세,84.91,202408,17,"53,000",0,23,2020,미사강변중앙로 180,202409~202609,신규,-,,
10515,경기도 하남시 망월동,1099,1099,0000,하남미사 롯데캐슬 스타,월세,48.89,202408,17,"2,000",155,25,2019,미사강변중앙로 190,202408~202508,신규,-,,
10516,경기도 하남시 망월동,1099-1,1099,0001,힐스테이트 미사역 그랑파사쥬(11-1BL),월세,22.35,202408,17,500,58,16,2020,미사강변중앙로 180,202409~202509,갱신,-,500,55
10517,경기도 하남시 망월동,1099-1,1099,0001,힐스테이트 미사역 그랑파사쥬(11-1BL),월세,22.35,202408,17,"1,000",70,28,2020,미사강변중앙로 180,202409~202509,신규,-,,
10518,경기도 하남시 망월동,1105,1105,0000,해링턴타워 레이크파크,월세,19.5,202408,17,"1,000",65,10,2019,미사강변중앙로 174,202408~202508,신규,-,,
10519,경기도 하남시 망월동,1121,1121,0000,더 오페라2,월세,19.41,202408,17,"3,000",42,15,2020,미사강변남로 99,202410~202510,갱신,-,"3,000",42
10520,경기도 하남시 망월동,1119-1,1119,0001,르보아파크Ⅱ,월세,17.95,202408,17,500,41,9,2019,미사강변남로 91,202409~202509,신규,-,,
10521,경기도 하남시 망월동,1121,1121,0000,더 오페라2,월세,19.41,202408,17,"1,000",66,13,2020,미사강변남로 99,202409~202509,갱신,-,"1,000",63
10522,경기도 하남시 망월동,1121,1121,0000,더 오페라2,월세,19.41,202408,17,"3,400",40,13,2020,미사강변남로 99,202409~202609,갱신,-,"3,400",37
10523,경기도 하남시 망월동,1135,1135,0000,미사역마이움푸르지오시티,전세,20.48,202408,17,"11,790",0,16,2020,미사강변남로 125,202408~202608,갱신,사용,"12,600",0
10524,경기도 하남시 망월동,1135,1135,0000,미사역마이움푸르지오시티,월세,20.48,202408,17,"11,790",2,9,2020,미사강변남로 125,202408~202608,갱신,-,"11,550",0
10525,경기도 하남시 망월동,1135,1135,0000,미사역마이움푸르지오시티,월세,24.2,202408,17,"10,500",32,14,2020,미사강변남로 125,202409~202609,신규,-,,
10526,경기도 하남시 망월동,1148,1148,0000,하남미사 롯데캐슬 헤븐시티 Ⅱ,월세,19.2,202408,17,"1,000",60,7,2020,미사강변한강로 295,202408~202508,신규,-,,
10527,경기도 하남시 덕풍동,741-2,0741,0002,태석오피스텔하남풍산메트하임,월세,25.69,202408,17,"1,000",50,5,2019,덕풍동로 123,202408~202508,신규,-,,
10528,경기도 하남시 덕풍동,741,0741,0000,하남푸르지오시티,전세,26.4,202408,17,"12,000",0,7,2013,덕풍동로 111-33,202408~202508,신규,-,,
10529,경기도 군포시 금정동,916,0916,0000,힐스테이트 금정역,월세,24.1,202408,17,"4,000",70,25,2022, ,-,-,-,,
10530,경기도 군포시 금정동,916,0916,0000,힐스테이트 금정역,전세,39.29,202408,17,"28,500",0,31,2022, ,202409~202609,갱신,사용,"31,000",0
10531,서울특별시 강남구 역삼동,735-17,0735,0017,역삼 푸르지오 시티,월세,23.9,202408,17,"1,000",95,4,2016, ,202408~202508,신규,-,,
10532,서울특별시 강남구 삼성동,141-10,0141,0010,삼성동 롯데캐슬 클라쎄,월세,40.79,202408,17,"3,000",245,18,2019,테헤란로63길 9,202408~202508,신규,-,,
10533,서울특별시 종로구 창신동,302-1,0302,0001,종로 웰라이프,전세,26.89,202408,17,"21,000",0,4,2020,종로 329-4,202410~202610,신규,-,,
10534,서울특별시 강남구 대치동,891-38,0891,0038,대치트레비스타 101동,전세,18.45,202408,17,"21,600",0,2,2020,선릉로90길 68,202409~202609,갱신,-,"23,100",0
10535,서울특별시 강남구 자곡동,651,0651,0000,강남유탑유블레스,월세,25.7,202408,17,"15,200",10,10,2014,자곡로 180,202408~202608,갱신,사용,"16,500",2
10536,서울특별시 강남구 자곡동,662,0662,0000,강남 지웰홈스,월세,29.49,202408,17,"21,500",10,4,2014,자곡로 204-5,-,-,-,,
10537,서울특별시 강남구 자곡동,662,0662,0000,강남 지웰홈스,월세,29.49,202408,17,"21,500",10,4,2014,자곡로 204-5,202410~202610,신규,-,,
10538,서울특별시 강남구 자곡동,600,0600,0000,강남 푸르지오시티 1차,월세,25.06,202408,17,"16,400",12,4,2014,자곡로 191,202409~202609,신규,-,,
10539,서울특별시 강남구 자곡동,596,0596,0000,강남 더샵라르고,월세,23.98,202408,17,"1,000",76,5,2014,자곡로 201,202408~202508,신규,-,,
10540,서울특별시 종로구 연지동,56,0056,0000,더넥스트 종로,전세,18.66,202408,17,"24,300",0,8,2022,창경궁로16길 11,202409~202509,신규,-,,
10541,서울특별시 강남구 자곡동,670,0670,0000,강남센터뷰,월세,21.25,202408,17,"1,000",80,8,2018, ,202408~202508,신규,-,,
10542,서울특별시 송파구 신천동,11월 8일,0011,0008,더?스타리버,전세,50.33,202408,17,"42,000",0,4,2006,올림픽로35길 93,202409~202609,신규,-,,
10543,인천광역시 부평구 부평동,375-131,0375,0131,씨티원2,월세,59.66,202408,17,120,60,14,2017, ,202408~202608,신규,-,,
10544,서울특별시 송파구 문정동,622,0622,0000,송파한화오벨리스크,월세,29.96,202408,17,"21,600",21,9,2013,충민로 5,202409~202609,갱신,-,"22,000",0
10545,서울특별시 송파구 문정동,622,0622,0000,송파한화오벨리스크,월세,29.99,202408,17,"2,000",95,8,2013,충민로 5,202408~202508,신규,-,,
10546,서울특별시 송파구 문정동,620,0620,0000,송파푸르지오시티,월세,30,202408,17,"20,000",30,8,2013,새말로 62,202409~202609,신규,-,,
10547,서울특별시 송파구 문정동,618,0618,0000,파크하비오,월세,27.53,202408,17,"1,000",100,15,, ,202408~202508,신규,-,,
10548,경기도 성남시 수정구 고등동,608-1,0608,0001,"고등동 608-1,2 오피스텔",전세,34,202408,17,"28,000",0,4,2022,청계산로 752,202409~202609,신규,-,,
10549,인천광역시 부평구 부평동,451-51,0451,0051,조양휴캐슬,월세,57.41,202408,17,300,90,5,2016,원적로488번길 5-1,202408~202508,신규,-,,
10550,인천광역시 부평구 부평동,568-5,0568,0005,포레스턴,전세,76.73,202408,17,"25,000",0,8,2020,부평문화로106번길 42,202410~202610,신규,-,,
10551,경기도 화성시 송동,725-4,0725,0004,더샵 동탄센텀폴리스 1단지,전세,22.03,202408,17,"13,500",0,24,2022,동탄대로5길 15,202411~202610,신규,-,,
10552,전북특별자치도 전주시 덕진구 장동,1111,1111,0000,대방 디엠시티,월세,21,202408,17,"8,800",10,32,2020,77,202409~202609,신규,-,,
10553,인천광역시 부평구 부평동,665-566,0665,0566,헤피드림 2동,전세,80.46,202408,17,"17,000",0,5,2016,동수로52번길 15-41,202409~202609,신규,-,,
10554,경기도 시흥시 배곧동,234,0234,0000,배곧헤리움 어반크로스 1차,월세,26.08,202408,17,500,60,18,2018,서울대학로264번길 74,202408~202508,갱신,-,500,60
10555,경기도 시흥시 배곧동,233,0233,0000,배곧헤리움 어반크로스 2차,월세,21.64,202408,17,500,48,9,2018,서울대학로264번길 50,202408~202508,신규,-,,
10556,인천광역시 부평구 부평동,546-133,0546,0133,HB엘림캐슬,전세,71.62,202408,17,"18,000",0,3,2016,경원대로1367번길 18-3,202410~202610,신규,-,,
10557,인천광역시 부평구 부평동,378-3,0378,0003,스카이홈,월세,53.04,202408,17,"1,000",55,9,2006,장제로 145,202409~202509,신규,-,,
10558,인천광역시 부평구 부평동,374-1,0374,0001,부평한라비발디,월세,24.28,202408,17,500,55,8,2021,대정로 7,202409~202509,갱신,-,"1,000",50
10559,경기도 시흥시 배곧동,223-2,0223,0002,배곧에토스,전세,30.06,202408,17,"11,600",0,19,2019,서울대학로264번길 26-12,202409~202609,신규,-,,
10560,경기도 시흥시 배곧동,223-2,0223,0002,배곧에토스,전세,30.06,202408,17,"11,600",0,19,2019,서울대학로264번길 26-12,202409~202609,신규,-,,
10561,경기도 시흥시 배곧동,229-1,0229,0001,배곧 유호 N-CITY 2차,월세,20.12,202408,17,500,49,10,2019,배곧2로 95,202409~202509,신규,-,,
10562,인천광역시 부평구 부평동,669-190,0669,0190,미진씨밀레2,전세,64.23,202408,17,"15,600",0,10,2015,경인로 930-1,202409~202609,신규,-,,
10563,인천광역시 부평구 부평동,439-12,0439,0012,부평 대우마이빌,월세,32.57,202408,17,500,46,15,2004,부평대로 102,202408~202508,신규,-,,
10564,경기도 고양시 덕양구 덕은동,712,0712,0000,힐스테이트 에코 덕은,월세,18.87,202408,17,"1,000",75,15,2023, ,202409~202509,신규,-,,
10565,경기도 고양시 덕양구 덕은동,692,0692,0000,지엘메트로시티한강,전세,29.96,202408,17,"28,000",0,17,2024,청초로 10,202409~202609,신규,-,,
10566,서울특별시 송파구 문정동,618,0618,0000,파크하비오,전세,48.93,202408,17,"38,200",0,18,, ,-,-,-,,
10567,경기도 고양시 덕양구 화정동,984-7,0984,0007,우경싸이트빌,월세,30.38,202408,17,500,48,10,2002,화신로272번길 11,202408~202508,신규,-,,
10568,경기도 시흥시 정왕동,Feb.64,2164,0002,메가폴리스,월세,37.91,202408,17,500,44,9,2005,협력로 281,202408~202508,신규,-,,
10569,경기도 시흥시 정왕동,Feb.64,2164,0002,메가폴리스,전세,23.25,202408,17,"2,500",0,2,2005,협력로 281,202410~202609,신규,-,,
10570,경기도 시흥시 정왕동,1270,1270,0000,시화 동원베네스트,전세,39.29,202408,17,"12,000",0,14,2019,소망공원로 232,202408~202608,신규,-,,
10571,경기도 시흥시 정왕동,1277-6,1277,0006,유호N-City,월세,21.86,202408,17,500,45,9,2016,공단1대로 263,202408~202508,신규,-,,
10572,경기도 수원시 영통구 하동,1015,1015,0000,광교 효성해링턴 타워 레이크,전세,45.02,202408,17,"32,000",0,19,2020,광교중앙로 180,202409~202609,신규,-,,
10573,경기도 수원시 영통구 하동,1017-4,1017,0004,포레나 광교,전세,84.67,202408,17,"72,000",0,21,2020,광교호수공원로 300,202411~202611,신규,-,,
10574,경기도 시흥시 월곶동,992-4,0992,0004,월곶동 시흥써밋프레스티지 오피스텔,월세,69.04,202408,17,500,105,12,2024,월곶중앙로14번길 42,202408~202502,신규,-,,
10575,경기도 성남시 분당구 정자동,168-1,0168,0001,대림아크로텔,월세,27.05,202408,17,"17,000",15,7,2004,성남대로 295,202409~202609,신규,-,,
10576,경기도 시흥시 은행동,607,0607,0000,럭스나인 은계,월세,19.23,202408,17,500,60,8,2021,은계중앙로 247,202409~202509,신규,-,,
10577,경기도 오산시 수청동,609-1,0609,0001,THE e SAN,전세,67.82,202408,17,"19,000",0,5,2019,청학로 266-9,202409~202608,신규,-,,
10578,서울특별시 송파구 방이동,Nov.49,0049,0011,한 스위트 올림픽파크,월세,31.12,202408,17,"1,000",138,6,2020,백제고분로51길 9,202409~202509,신규,-,,
10579,서울특별시 송파구 방이동,Feb.46,0046,0002,사보이시티잠실,월세,23.73,202408,17,"25,700",14,6,2021,오금로11길 45,202409~202609,신규,-,,
10580,서울특별시 송파구 방이동,38,0038,0000,아람빌딩,월세,26.36,202408,17,300,70,3,2006,올림픽로32길 1-20,202408~202608,신규,-,,
10581,서울특별시 송파구 방이동,42,0042,0000,잠실역 웰리지 더테라스,전세,24.12,202408,17,"26,000",0,6,2023,올림픽로34길 5-14,202409~202609,신규,-,,
10582,서울특별시 송파구 방이동,2월 28일,0028,0002,엘루이시티,월세,17.45,202408,17,"5,000",51,4,2019, ,202409~202509,신규,-,,
10583,서울특별시 송파구 거여동,178-6,0178,0006,인투파크거여 1단지,월세,29.74,202408,17,"10,000",57,12,2020,거마로9길 7-5,202410~202510,신규,-,,
10584,경기도 안양시 만안구 안양동,512-10,0512,0010,에스키스 안양 A동,월세,29.71,202408,17,470,33,5,2014,만안로 71,202408~202608,신규,-,,
10585,경기도 안양시 만안구 안양동,512-10,0512,0010,에스키스 안양 A동,월세,29.71,202408,17,480,33,7,2014,만안로 71,202408~202608,신규,-,,
10586,경기도 안양시 만안구 안양동,512-12,0512,0012,에스키스 안양 B동,월세,21.96,202408,17,355,24,4,2014,만안로 69,202408~202608,신규,-,,
10587,경기도 안양시 만안구 안양동,512-12,0512,0012,에스키스 안양 B동,월세,23.11,202408,17,345,26,6,2014,만안로 69,202408~202608,신규,-,,
10588,경기도 안양시 만안구 안양동,512-10,0512,0010,에스키스 안양 A동,월세,29.71,202408,17,470,33,5,2014,만안로 71,202408~202608,신규,-,,
10589,경기도 안양시 만안구 안양동,512-10,0512,0010,에스키스 안양 A동,월세,29.71,202408,17,480,33,6,2014,만안로 71,202408~202608,신규,-,,
10590,경기도 안양시 만안구 안양동,433-2,0433,0002,안양 센트럴 헤센,전세,29.37,202408,17,"17,017",0,11,2020, ,-,-,-,,
10591,경기도 안양시 만안구 안양동,433-2,0433,0002,안양 센트럴 헤센,월세,29.37,202408,17,"1,000",66,13,2020, ,202408~202508,갱신,-,"1,000",63
10592,경기도 안양시 만안구 안양동,433-2,0433,0002,안양 센트럴 헤센,전세,29.37,202408,17,"17,900",0,13,2020, ,202409~202609,갱신,-,"15,750",0
10593,부산광역시 사상구 주례동,412-22,0412,0022,이룸캐슬,월세,27.47,202408,17,"2,000",55,6,2021,주감로 168-1,202408~202508,신규,-,,
10594,부산광역시 사상구 주례동,92-345,0092,0345,GH하우스,월세,22.7,202408,17,"1,000",55,5,2021, ,202408~202508,신규,-,,
10595,서울특별시 송파구 거여동,605,0605,0000,휴먼빌 시티,월세,23.14,202408,17,"1,000",90,3,2020,위례송파로3길 12,202409~202509,신규,-,,
10596,서울특별시 송파구 거여동,603-1,0603,0001,수아주 오피스텔,월세,18.58,202408,17,"10,000",40,9,2022,위례송파로5길 18,202410~202610,신규,-,,
10597,경기도 수원시 장안구 정자동,950,0950,0000,화서역 파크 푸르지오,전세,49.14,202408,17,"28,000",0,20,2021, ,202410~202610,신규,-,,
10598,경기도 남양주시 다산동,6020,6020,0000,다산리코빌,월세,27.16,202408,17,"1,000",65,2,2019,다산순환로 220,202409~202509,신규,-,,
10599,경기도 남양주시 다산동,Feb.73,6073,0002,다산 안강 럭스나인,전세,19.66,202408,17,"11,000",0,4,2020,다산순환로 158,202410~202610,신규,-,,
10600,경기도 남양주시 다산동,Feb.89,6089,0002,다산진건 라페온빌,전세,23.28,202408,17,"11,500",0,8,2019,다산중앙로 113,202409~202509,신규,-,,
10601,경기도 남양주시 다산동,3129-94,3129,0094,네이션스오피스텔,월세,20,202408,17,500,55,9,2021,경춘로 442-2,202408~202508,신규,-,,
10602,서울특별시 강동구 명일동,Feb.46,0046,0002,고덕역 효성해링턴 타워 더퍼스트,월세,19.51,202408,17,"1,000",75,12,2020,고덕로 262,202409~202508,신규,-,,
