,NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
951,952,대전광역시 유성구 봉명동,540-8,540,8,해나래,29.5081,202408,29,"11,400",5,법인,법인,2020.0,온천로107번길 19,-,중개거래,대전 유성구
952,953,서울특별시 강남구 수서동,716,716,0,사이룩스,33.52,202408,29,"22,300",8,개인,개인,2003.0,광평로 295,-,중개거래,서울 강남구
953,954,경기도 화성시 봉담읍 와우리,34,34,0,토마토오피스텔3,20.75,202408,29,"7,850",7,개인,개인,2013.0,와우로34번길 75,-,중개거래,경기 화성시
954,955,서울특별시 강서구 마곡동,760,760,0,마곡나루역보타닉푸르지오시티,22.76,202408,29,"18,500",5,개인,개인,2017.0, ,-,중개거래,서울 강서구
955,956,서울특별시 강서구 마곡동,784-3,784,3,스카이오피스텔,17.52,202408,29,"10,900",10,개인,개인,2016.0, ,-,중개거래,서울 강서구
956,957,대전광역시 서구 둔산동,1369,1369,0,넥서스밸리,31.02,202408,28,"6,500",12,개인,개인,2005.0,대덕대로 246,-,중개거래,대전 서구
957,958,서울특별시 중구 을지로5가,1월 20일,20,1,정건벨라지오오피스텔,21.94,202408,28,"12,000",13,개인,개인,2003.0,을지로 213,-,중개거래,서울 강남구
958,959,서울특별시 강남구 자곡동,655,655,0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),21.872,202408,28,"14,300",6,개인,개인,2014.0,자곡로 192,-,중개거래,서울 강남구
959,960,서울특별시 강남구 자곡동,600,600,0,강남 푸르지오시티 1차,25.06,202408,28,"17,500",10,개인,개인,2014.0,자곡로 191,-,중개거래,서울 강남구
960,961,서울특별시 강남구 자곡동,655,655,0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),21.872,202408,28,"16,000",6,개인,개인,2014.0,자곡로 192,-,직거래,-
961,962,서울특별시 강남구 논현동,242-52,242,52,ASTY 논현,48.6362,202408,28,"140,000",18,법인,법인,2024.0, ,-,직거래,-
962,963,충청북도 청주시 흥덕구 비하동,784,784,0,-784,30.0,202408,28,"4,000",6,개인,개인,2008.0,비하로18번길 10,-,중개거래,충북 청주시 흥덕구
963,964,서울특별시 서초구 서초동,1355-3,1355,3,서초월드오피스텔,43.14,202408,28,"17,000",13,개인,개인,1993.0,서운로 19,-,직거래,-
964,965,서울특별시 서초구 서초동,1601-2,1601,2,그린빌오피스텔,30.53,202408,28,"17,500",6,개인,개인,1999.0,효령로55길 22,-,중개거래,서울 강남구
965,966,충청남도 당진시 수청동,999,999,0,-999,49.8044,202408,28,"9,200",15,개인,개인,2011.0,당진중앙2로 447,-,중개거래,충남 당진시
966,967,전라남도 목포시 상동,1140-4,1140,4,미래오피스텔,27.9,202408,28,"3,400",9,개인,개인,2001.0,평화로107번길 9,-,중개거래,전남 목포시
967,968,서울특별시 영등포구 여의도동,May.44,44,5,힐스테이트 여의도 파인루체,54.93,202408,28,"74,000",13,법인,법인,2023.0,여의대방로69길 19,-,중개거래,서울 영등포구
968,969,강원특별자치도 속초시 조양동,1429-1,1429,1,신영 HI-LIFE 오피스텔,22.5,202408,28,"3,600",6,개인,개인,1992.0,해오름로 199,-,중개거래,강원 속초시
969,970,강원특별자치도 평창군 대관령면 횡계리,325-53,325,53,현대하이랜드,33.5,202408,28,"2,800",4,개인,개인,1992.0,눈마을길 47,-,직거래,-
970,971,부산광역시 동래구 온천동,1412-1,1412,1,온천동반도보라스카이뷰,45.545,202408,28,"12,500",22,개인,개인,2006.0,아시아드대로 234,-,직거래,-
971,972,경기도 파주시 야당동,1056,1056,0,아이플렉스,23.4624,202408,28,"10,500",10,개인,개인,2018.0,경의로 1056,-,중개거래,경기 파주시
972,973,경기도 파주시 야당동,1056,1056,0,아이플렉스,23.4624,202408,28,"10,500",10,개인,개인,2018.0,경의로 1056,20240828,중개거래,경기 파주시
973,974,부산광역시 해운대구 우동,1506,1506,0,센텀스퀘어,55.348,202408,28,"29,500",27,개인,개인,2012.0,센텀3로 26,-,중개거래,부산 해운대구
974,975,경기도 용인시 수지구 성복동,789,789,0,성복역 롯데캐슬 골드타운,84.8468,202408,28,"73,000",18,개인,개인,2019.0, ,-,중개거래,"경기 수원시 영통구, 경기 용인시 수지구"
975,976,경기도 용인시 기흥구 구갈동,657,657,0,기흥역 롯데캐슬 레이시티,22.06,202408,28,"14,800",8,개인,개인,2017.0, ,-,중개거래,경기 용인시 기흥구
976,977,경기도 성남시 분당구 금곡동,170,170,0,천사의도시Ⅲ오피스텔,36.16,202408,28,"17,000",8,법인,개인,2004.0,정자일로6번길 13,-,중개거래,경기 성남시 분당구
977,978,부산광역시 금정구 부곡동,297-13,297,13,부산대역삼정그린코아마운틴동,24.257,202408,28,"7,800",4,개인,개인,2013.0,중앙대로 1614,-,중개거래,부산 금정구
978,979,경기도 하남시 학암동,661,661,0,위례 효성해링턴 타워,24.2,202408,28,"15,250",15,개인,개인,2016.0,위례대로 190,-,중개거래,경기 하남시
979,980,부산광역시 연제구 연산동,587-4,587,4,연산동 에스케이 뷰,57.2044,202408,28,"14,000",3,개인,개인,2006.0,중앙대로1124번길 15,-,중개거래,부산 연제구
980,981,경상남도 창원시 성산구 상남동,Mar.78,78,3,마이우스 오피스텔,29.448,202408,28,"7,000",9,개인,개인,2006.0,중앙대로 104,-,중개거래,경남 창원시 성산구
981,982,경상남도 창원시 성산구 상남동,Feb.73,73,2,위드필타워,24.13,202408,28,"6,350",14,개인,개인,2016.0,상남로 75,-,중개거래,경남 창원시 성산구
982,983,경기도 하남시 학암동,661,661,0,위례 효성해링턴 타워,24.2,202408,28,"13,100",14,개인,개인,2016.0,위례대로 190,-,중개거래,서울 마포구
983,984,경기도 의정부시 호원동,460-4,460,4,라온힐조,24.673,202408,28,"9,100",18,개인,개인,2017.0,평화로190번길 16,-,중개거래,경기 의정부시
984,985,경상남도 창원시 마산합포구 산호동,6월 4일,6,4,SQUARE_B,21.515,202408,28,"11,000",20,개인,개인,2023.0,용마로 106,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구"
985,986,서울특별시 강서구 등촌동,648-6,648,6,비원오피스텔,36.99,202408,28,"15,700",9,개인,개인,2004.0,공항대로 525,-,중개거래,서울 강서구
986,987,경기도 하남시 망월동,1143-1,1143,1,미사강변 오벨리스크,27.6236,202408,28,"20,500",6,개인,개인,2020.0,미사대로 410,-,중개거래,경기 하남시
987,988,부산광역시 수영구 광안동,159-3,159,3,대권네오텔,31.31,202408,28,"5,700",10,법인,개인,2001.0,광남로 149,-,중개거래,부산 수영구
988,989,경상남도 김해시 어방동,529-10,529,10,동화리버빌오피스텔,20.235,202408,28,"1,450",7,개인,개인,2002.0,인제로170번길 9-19,-,중개거래,경남 김해시
989,990,서울특별시 양천구 신월동,546-3,546,3,M펠리체,56.95,202408,28,"19,000",3,개인,개인,2013.0,신월로9길 10,-,직거래,-
990,991,대구광역시 중구 동인동2가,51,51,0,국채보상공원 화성파크드림CITY,29.4168,202408,28,"8,450",10,개인,개인,2015.0,국채보상로 655,-,중개거래,대구 중구
991,992,대구광역시 중구 동인동2가,51,51,0,국채보상공원 화성파크드림CITY,29.4168,202408,28,"8,800",24,개인,개인,2015.0,국채보상로 655,-,중개거래,대구 중구
992,993,경상남도 양산시 물금읍 범어리,2711-23,2711,23,디온플레이스,37.4,202408,28,"14,500",8,개인,개인,2016.0, ,-,중개거래,경남 양산시
993,994,대구광역시 북구 칠성동2가,733,733,0,오페라 삼정 그린코아 더베스트,29.3823,202408,28,"10,000",28,개인,개인,2017.0,침산로 100,-,직거래,-
994,995,서울특별시 양천구 신정동,318-17,318,17,제이월드빌,83.24,202408,28,"94,000",11,개인,개인,2004.0,목동서로 291,-,중개거래,서울 강서구
995,996,대구광역시 수성구 두산동,Feb.87,87,2,수성 헤센 더테라스,49.4481,202408,28,"22,000",22,개인,개인,2020.0,청수로24길 59,-,직거래,-
996,997,서울특별시 종로구 내수동,75,75,0,용비어천가,30.36,202408,28,"19,000",14,개인,개인,2004.0,새문안로3길 36,-,직거래,-
997,998,경기도 군포시 부곡동,1218-5,1218,5,삼성프라임,84.81,202408,28,"32,000",3,개인,개인,2016.0, ,-,중개거래,경기 군포시
998,999,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202408,28,"4,700",2,개인,개인,2004.0,연북로 45,-,중개거래,제주 제주시
999,1000,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.14,202408,28,"4,950",2,개인,개인,2004.0,연북로 41,-,중개거래,제주 제주시
1000,1001,제주특별자치도 제주시 연동,1371,1371,0,아우룸플러스,77.28,202408,28,"42,000",9,개인,법인,2022.0,연북로 68,-,중개거래,제주 제주시
1001,1002,제주특별자치도 제주시 연동,1373-1,1373,1,아일랜드마이빌,25.21,202408,28,"7,000",2,개인,개인,2004.0,신대로22길 25,-,중개거래,제주 제주시
1002,1003,서울특별시 마포구 노고산동,31-90,31,90,신촌르·메이에르타운(Ⅱ),28.04,202408,28,"16,000",12,개인,개인,1999.0,백범로 13,-,중개거래,서울 마포구
1003,1004,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,41.74,202408,28,"35,500",9,개인,개인,2004.0,새문안로3길 23,-,중개거래,서울 종로구
1004,1005,전북특별자치도 전주시 덕진구 덕진동1가,1358-22,1358,22,파크리움 오피스텔,22.7535,202408,28,"11,800",11,개인,법인,2022.0,529,20240902,중개거래,"전북 전주시 덕진구, 전북 전주시 완산구"
1005,1006,경기도 오산시 세교동,600-6,600,6,더스타힐,19.2,202408,28,"10,000",10,법인,개인,2018.0,수목원로 602,-,직거래,-
1006,1007,서울특별시 마포구 공덕동,475,475,0,공덕푸르지오시티,31.276,202408,28,"28,500",14,개인,개인,2013.0,마포대로 156,-,중개거래,서울 마포구
1007,1008,전북특별자치도 전주시 덕진구 덕진동1가,1267-22,1267,22,세움펠리피아,21.4351,202408,28,"9,100",9,개인,개인,2021.0,465,-,직거래,-
1008,1009,서울특별시 서대문구 홍은동,165-2,165,2,코지펠리스,56.12,202408,28,"25,800",3,개인,개인,2009.0,통일로 547,-,중개거래,서울 서대문구
1009,1010,인천광역시 남동구 논현동,743-2,743,2,논현시티,84.74,202408,28,"20,000",8,개인,개인,2013.0,앵고개로847번길 72,-,중개거래,인천 남동구
1010,1011,인천광역시 남동구 논현동,751-3,751,3,가온우노시티 하버파크,84.9,202408,28,"24,800",13,개인,개인,2019.0,소래역남로16번길 29,-,중개거래,인천 남동구
1011,1012,인천광역시 남동구 논현동,650-1,650,1,푸르지오시티,49.86,202408,28,"13,900",16,개인,개인,2010.0,청능대로 596,-,중개거래,인천 남동구
1012,1013,전북특별자치도 전주시 덕진구 덕진동1가,1358-22,1358,22,파크리움 오피스텔,22.7535,202408,28,"11,000",11,개인,법인,2022.0,529,-,중개거래,"전북 전주시 덕진구, 전북 전주시 완산구"
1013,1014,인천광역시 부평구 부평동,375-2,375,2,예승파크뷰,59.21,202408,28,"15,300",6,개인,개인,2012.0,장제로 181-1,-,중개거래,인천 부평구
1014,1015,서울특별시 용산구 한강로2가,2월 11일,2,11,한강로 대우아이빌,33.54,202408,28,"27,000",7,개인,개인,2004.0,한강대로43길 13,-,중개거래,서울 용산구
1015,1016,세종특별자치시  어진동,656,656,0,푸르지오시티,23.74,202408,28,"8,800",16,개인,개인,2014.0,갈매로 364,-,중개거래,세종
1016,1017,인천광역시 부평구 부평동,560-2,560,2,웰링턴,76.96,202408,28,"24,900",12,개인,개인,2019.0,대정로 93,-,중개거래,인천 부평구
1017,1018,인천광역시 서구 석남동,498-3,498,3,DREAM TWO,84.79,202408,28,"22,800",7,개인,개인,2018.0,신석로122번길 10,-,중개거래,인천 서구
1018,1019,인천광역시 서구 청라동,160-1,160,1,청라린스트라우스,59.992,202408,28,"24,400",21,법인,개인,2013.0,청라라임로 85,-,중개거래,인천 서구
1019,1020,인천광역시 서구 청라동,167-29,167,29,청라 디오스텔,21.5,202408,28,"7,000",5,개인,개인,2018.0,청라에메랄드로76번길 7,-,중개거래,인천 서구
1020,1021,광주광역시 서구 치평동,1210-3,1210,3,샌트럴시티오피스텔,31.6052,202408,28,"9,000",13,개인,개인,2016.0,시청로 77,-,중개거래,광주 서구
1021,1022,광주광역시 북구 용봉동,126-3,126,3,대연빌딩,30.32,202408,28,"2,800",7,개인,개인,2003.0,우치로 140,-,직거래,-
1022,1023,서울특별시 송파구 방이동,43,43,0,대명벨리온,17.12,202408,28,"16,500",6,개인,개인,2017.0, ,-,중개거래,서울 송파구
1023,1024,대전광역시 서구 둔산동,1417,1417,0,둔산 더 리치빌,26.74,202408,28,"5,400",12,개인,개인,2004.0,둔산중로 40,-,중개거래,대전 서구
1024,1025,대전광역시 유성구 봉명동,538-8,538,8,동아벤처타워,44.64,202408,28,"4,550",9,개인,개인,1995.0,온천로 59,-,직거래,-
1025,1026,경기도 수원시 장안구 정자동,36-30,36,30,어울림,79.0397,202408,28,"39,000",8,개인,법인,2023.0,영화로 102,-,직거래,-
1026,1027,경기도 안양시 동안구 관양동,1502,1502,0,인덕원-스타타워,26.52,202408,28,"15,500",11,개인,개인,2005.0,흥안대로 527,-,중개거래,경기 안양시 동안구
1027,1028,경기도 성남시 중원구 성남동,1404,1404,0,성남 센트럴 푸르지오 시티,20.0443,202408,28,"14,500",2,개인,개인,2017.0,광명로 89,-,중개거래,서울 마포구
1028,1029,울산광역시 남구 무거동,1527-4,1527,4,울산대 이즈플레이스,42.25,202408,28,"14,400",6,개인,개인,2018.0,신복로6번길 17,-,중개거래,울산 남구
1029,1030,울산광역시 남구 신정동,4월 8일,4,8,태화강 리버테라스,25.3625,202408,28,"6,450",13,개인,개인,2015.0,신정로204번길 36,-,중개거래,울산 남구
1030,1031,경기도 부천시 원미구 상동,530-1,530,1,디아뜨갤러리4,31.59,202408,28,"10,200",11,개인,개인,2005.0, 19-45,-,중개거래,경기 부천시 원미구
1031,1032,경기도 수원시 영통구 이의동,1336-1,1336,1,광교엘포트아이파크,38.65,202408,28,"41,000",19,개인,개인,2018.0,광교중앙로 145,-,중개거래,"경기 수원시 영통구, 경기 화성시"
1032,1033,경기도 화성시 반송동,Sep.93,93,9,동탄현대하이페리온,48.72,202408,28,"19,000",3,개인,개인,2010.0,동탄반석로 156,-,중개거래,경기 화성시
1033,1034,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",6,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1034,1035,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",6,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1035,1036,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",4,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1036,1037,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202408,27,"11,682",4,법인,법인,2021.0,송정로15번길 27,-,직거래,-
1037,1038,광주광역시 북구 신안동,491-1,491,1,중도다이아빌,40.3,202408,27,"5,500",7,개인,개인,2004.0,무등로111번길 30,-,중개거래,"광주 북구, 광주 서구"
1038,1039,광주광역시 동구 수기동,2월 23일,23,2,(23-2),60.0,202408,27,"5,000",12,개인,개인,1996.0,천변우로 339,-,직거래,-
1039,1040,인천광역시 서구 청라동,156-1,156,1,청라센트럴에일린의뜰,45.488,202408,27,"22,900",16,개인,개인,2018.0,청라커낼로 300,-,중개거래,인천 서구
1040,1041,경기도 고양시 덕양구 행신동,765-1,765,1,에버그린,81.68,202408,27,"31,800",7,개인,개인,2016.0,용현로 7,-,중개거래,경기 고양시 덕양구
1041,1042,경기도 수원시 팔달구 인계동,939,939,0,신동아 파스텔,31.0275,202408,27,"8,600",13,개인,개인,2005.0,경수대로 584,-,중개거래,경기 수원시 팔달구
1042,1043,경기도 고양시 일산동구 장항동,754,754,0,중앙 하이츠빌,36.0595,202408,27,"13,000",15,개인,개인,2004.0,중앙로1275번길 86-1,-,중개거래,경기 고양시 일산동구
1043,1044,경기도 양주시 덕정동,220-4,220,4,주원베스트빌,70.6056,202408,27,"21,500",6,개인,개인,2017.0,회정로109번길 41-10,-,직거래,-
1044,1045,인천광역시 서구 가좌동,104-13,104,13,ART CITY,84.66,202408,27,"21,500",12,개인,개인,2019.0,건지로 234,-,직거래,-
1045,1046,경기도 고양시 일산동구 장항동,746,746,0,우인아크리움빌II,35.99,202408,27,"9,000",3,개인,개인,2004.0,무궁화로 7-63,-,중개거래,경기 고양시 일산동구
1046,1047,인천광역시 계양구 계산동,1083-2,1083,2,대우마이빌,31.23,202408,27,"5,385",9,개인,개인,2002.0,오조산로 41,-,중개거래,인천 계양구
1047,1048,서울특별시 동대문구 장안동,374-1,374,1,장안현대벤처빌,57.5,202408,27,"28,000",18,개인,개인,2004.0,장한로 85,-,중개거래,서울 동대문구
1048,1049,인천광역시 부평구 삼산동,465-1,465,1,대덕리치아노,253.11,202408,27,"122,000",20,개인,개인,2008.0,길주로 623,-,중개거래,인천 부평구
1049,1050,강원특별자치도 춘천시 온의동,514-1,514,1,가온펠리스,22.27,202408,27,"9,898",5,개인,개인,2018.0,영서로2279번길 20,-,직거래,-
1050,1051,인천광역시 남동구 논현동,May.66,66,5,논현유호엔시티 2단지,32.495,202408,27,"8,700",16,개인,개인,2013.0,포구로 45,-,중개거래,인천 남동구
1051,1052,서울특별시 용산구 한강로1가,Jan.50,50,1,용산파크자이,31.83,202408,27,"34,500",33,개인,개인,2005.0,한강대로 205,-,중개거래,서울 용산구
1052,1053,제주특별자치도 서귀포시 표선면 표선리,558-1,558,1,아정펠리즈,71.44,202408,27,"22,000",4,개인,법인,2017.0, ,-,중개거래,제주 서귀포시
1053,1054,경기도 의정부시 민락동,611-5,611,5,민락아크로빌(C동),65.8,202408,27,"24,000",4,개인,개인,2020.0,승지로19번길 11-26,-,직거래,-
1054,1055,서울특별시 마포구 신공덕동,5-75,5,75,갑을명가시티1,19.73,202408,27,"14,700",9,개인,개인,2016.0,만리재로 69,-,중개거래,서울 마포구
1055,1056,제주특별자치도 서귀포시 신효동,112-5,112,5,휴다온,71.34,202408,27,"19,000",4,개인,개인,2017.0,효돈로 153,20240906,직거래,-
1056,1057,서울특별시 동대문구 신설동,Aug.97,97,8,동광동대문베르빌,28.31,202408,27,"17,000",6,개인,개인,2004.0,천호대로 23,-,중개거래,서울 동대문구
1057,1058,울산광역시 중구 성남동,251-2,251,2,센트럴파크 클래시아,30.47,202408,27,"10,000",17,개인,개인,2019.0,만남의거리 15,-,중개거래,울산 중구
1058,1059,울산광역시 중구 성남동,251-2,251,2,센트럴파크 클래시아,30.47,202408,27,"10,000",17,개인,개인,2019.0,만남의거리 15,20240902,중개거래,울산 중구
1059,1060,인천광역시 연수구 송도동,8-37,8,37,롯데몰 송도 캐슬파크,22.5659,202408,27,"16,000",31,개인,개인,2019.0,인천타워대로132번길 9,20240830,중개거래,인천 연수구
1060,1061,제주특별자치도 제주시 노형동,Feb.74,2574,2,노형휴캐슬,73.646,202408,27,"30,500",4,개인,개인,2018.0,월광로 140,-,중개거래,제주 제주시
1061,1062,경기도 군포시 당동,872-2,872,2,(872-2),49.98,202408,27,"10,600",8,개인,개인,2002.0,용호2로 63-15,-,중개거래,경기 군포시
1062,1063,인천광역시 미추홀구 숭의동,162-4,162,4,삼성캐슬,80.54,202408,27,"16,800",6,개인,개인,2014.0,12,-,중개거래,인천 미추홀구
1063,1064,경기도 안산시 상록구 이동,717-5,717,5,브라이튼빌오피스텔,25.5,202408,27,"7,400",5,개인,개인,2003.0,광덕1로 354,-,중개거래,경기 안산시 상록구
1064,1065,경기도 군포시 금정동,741-8,741,8,한림시티빌,20.43,202408,27,"6,000",2,개인,개인,2002.0,당산로 140,-,중개거래,경기 군포시
1065,1066,인천광역시 중구 운서동,Jan.03,2803,1,메가스타영종,45.95,202408,27,"12,500",5,개인,개인,2017.0,신도시남로142번길 6,-,중개거래,인천 중구
1066,1067,서울특별시 광진구 화양동,21-22,21,22,케이타워 오피스텔 B,18.85,202408,27,"13,700",3,개인,개인,2013.0,동일로30길 23,-,중개거래,서울 광진구
1067,1068,서울특별시 송파구 가락동,Apr.79,79,4,(79-4),26.96,202408,27,"13,000",10,개인,개인,1991.0,송파대로28길 20,-,중개거래,서울 송파구
1068,1069,대구광역시 달성군 다사읍 매곡리,1578,1578,0,힐스테이트 다사역,84.8079,202408,27,"22,500",29,개인,개인,2022.0,매곡로12길 22,-,중개거래,대구 달성군
1069,1070,서울특별시 성동구 용답동,229-12,229,12,THE WEAL SKY70,34.98,202408,27,"47,300",13,개인,법인,2023.0,자동차시장1길 31,-,직거래,-
1070,1071,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.14,202408,27,"4,900",8,개인,개인,2004.0,연북로 41,-,중개거래,제주 제주시
1071,1072,경상남도 거제시 옥포동,536-1,536,1,월드빌라Ⅱ,46.27,202408,27,"3,000",4,개인,개인,2005.0,옥포대첩로2길 1,-,직거래,-
1072,1073,경기도 하남시 망월동,1094,1094,0,e편한세상 시티 미사,35.625,202408,27,"30,800",6,개인,개인,2019.0,미사강변중앙로 200,-,중개거래,경기 하남시
1073,1074,부산광역시 수영구 민락동,135,135,0,서희스타힐스 센텀프리모,23.1,202408,27,"8,000",11,개인,개인,2014.0,광안해변로 311,-,직거래,-
1074,1075,서울특별시 강동구 명일동,Feb.46,46,2,고덕역 효성해링턴 타워 더퍼스트,19.5083,202408,27,"18,000",11,개인,개인,2020.0,고덕로 262,-,중개거래,서울 강동구
1075,1076,경상남도 창원시 마산합포구 해운동,May.42,42,5,킴즈타운,34.3875,202408,27,"4,900",4,개인,개인,2003.0,월영동로 7,-,중개거래,경남 창원시 마산합포구
1076,1077,경기도 화성시 남양읍 남양리,Aug.23,2223,8,아이린캐슬,84.75,202408,27,"30,000",2,개인,개인,2023.0,역골동로 151-18,-,직거래,-
1077,1078,경기도 하남시 망월동,1094,1094,0,e편한세상 시티 미사,35.625,202408,27,"30,800",6,개인,개인,2019.0,미사강변중앙로 200,20240909,중개거래,경기 하남시
1078,1079,경상남도 창원시 마산합포구 월영동,598-5,598,5,월영동 에드텔,31.5,202408,27,"2,600",8,개인,개인,2000.0,밤밭고개로 395,-,중개거래,경남 창원시 마산합포구
1079,1080,경기도 의정부시 호원동,460-13,460,13,엘리시아,23.249,202408,27,"9,500",2,개인,개인,2018.0,평화로 184,-,중개거래,경기 의정부시
1080,1081,경기도 성남시 수정구 창곡동,560-1,560,1,남위례역 푸르지오 시티,54.307,202408,27,"57,000",10,개인,개인,2018.0, ,-,중개거래,경기 성남시 수정구
1081,1082,경기도 하남시 망월동,1143-1,1143,1,미사강변 오벨리스크,46.5818,202408,27,"36,500",6,개인,개인,2020.0,미사대로 410,-,중개거래,경기 하남시
1082,1083,서울특별시 송파구 방이동,Mar.48,48,3,더원센트럴,35.2,202408,27,"31,800",8,개인,개인,2020.0,위례성대로2길 13,-,직거래,-
1083,1084,경상남도 창원시 마산합포구 동성동,315,315,0,호텔엠에스,24.5,202408,27,"2,100",4,개인,개인,2006.0,해안대로 367,-,직거래,-
1084,1085,부산광역시 연제구 연산동,588-7,588,7,연산역 유성해네스타워,29.955,202408,27,"9,200",19,개인,개인,2016.0,거제천로230번길 81,-,중개거래,부산 연제구
1085,1086,경기도 성남시 분당구 서현동,255-1,255,1,분당풍림아이원플러스오피스텔,40.0,202408,27,"24,000",4,개인,개인,2004.0,서현로 170,-,중개거래,경기 성남시 분당구
1086,1087,경기도 용인시 기흥구 언남동,385-20,385,20,CASA27,50.69,202408,27,"23,000",9,개인,법인,2018.0,구성로64번길 11-8,-,직거래,-
1087,1088,경기도 용인시 수지구 풍덕천동,1165,1165,0,수지샤르망 오피스텔,29.71,202408,27,"15,200",2,개인,개인,2003.0,포은대로 410,-,중개거래,경기 용인시 수지구
1088,1089,부산광역시 해운대구 좌동,1478-1,1478,1,해운대 좌동 SK 허브 올리브,28.4668,202408,27,"5,600",10,개인,개인,2005.0,양운로 56,-,중개거래,부산 해운대구
1089,1090,경기도 용인시 수지구 풍덕천동,1165,1165,0,수지샤르망 오피스텔,30.49,202408,27,"14,950",8,개인,개인,2003.0,포은대로 410,-,중개거래,경기 용인시 수지구
1090,1091,경기도 성남시 분당구 서현동,255-1,255,1,분당풍림아이원플러스오피스텔,60.0,202408,27,"40,500",7,개인,개인,2004.0,서현로 170,-,중개거래,경기 성남시 분당구
1091,1092,서울특별시 중구 중림동,363,363,0,쌍용 더 플래티넘 서울역,17.56,202408,27,"27,000",18,법인,개인,2023.0,청파로 454,-,중개거래,서울 마포구
1092,1093,부산광역시 남구 대연동,Apr.86,86,4,경성대 삼정 그린코아 오피스텔,23.4607,202408,27,"7,500",13,개인,개인,2011.0,수영로 319-8,-,직거래,-
1093,1094,경기도 광명시 소하동,1342-4,1342,4,소하람 1,16.59,202408,27,"8,300",4,개인,개인,2017.0,소하로76번길 21,-,중개거래,경기 광명시
1094,1095,경기도 김포시 구래동,6871-54,6871,54,스위트엠 아크라시티 3차,20.5359,202408,27,"5,950",7,법인,개인,2021.0,김포한강10로133번길 56,-,중개거래,경기 김포시
1095,1096,경기도 광명시 소하동,1342-4,1342,4,소하람 1,16.67,202408,27,"8,050",5,개인,개인,2017.0,소하로76번길 21,-,중개거래,경기 광명시
1096,1097,서울특별시 구로구 구로동,182-6,182,6,한라빌리언스 오피스텔,25.99,202408,27,"14,850",12,법인,개인,2003.0,디지털로 316,-,중개거래,서울 구로구
1097,1098,부산광역시 부산진구 부전동,394-8,394,8,서면에코팰리스시티,42.3818,202408,27,"29,867",15,법인,법인,2023.0,새싹로 38,-,직거래,-
1098,1099,경기도 화성시 오산동,973,973,0,동탄역 반도유보라 아이비파크 8.0,56.2481,202408,27,"35,000",24,개인,개인,2018.0,동탄광역환승로 73,-,중개거래,경기 화성시
1099,1100,경상북도 예천군 호명읍 금능리,769,769,0,경북도청이전신도시 트레젠웰가,22.27,202408,27,"6,075",6,법인,법인,2017.0, ,-,직거래,-
1100,1101,경기도 화성시 오산동,975,975,0,동탄역 삼정그린코아,22.3579,202408,27,"15,524",19,개인,법인,2022.0,동탄광역환승로 62,-,중개거래,경기 화성시
1101,1102,경상북도 예천군 호명읍 금능리,769,769,0,경북도청이전신도시 트레젠웰가,30.4,202408,27,"8,191",8,법인,법인,2017.0, ,-,직거래,-
1102,1103,경상북도 예천군 호명읍 금능리,769,769,0,경북도청이전신도시 트레젠웰가,22.27,202408,27,"6,249",9,법인,법인,2017.0, ,-,직거래,-
1103,1104,서울특별시 금천구 시흥동,882-61,882,61,시흥 사거리 와이즈 플레이스,18.25,202408,27,"9,200",7,개인,개인,2012.0,시흥대로 236,-,중개거래,서울 금천구
1104,1105,경기도 성남시 분당구 야탑동,220-1,220,1,로잔티움파크,116.621,202408,27,"60,000",4,개인,개인,2004.0,벌말로50번길 42,-,중개거래,경기 성남시 분당구
1105,1106,부산광역시 영도구 봉래동3가,149,149,0,-149,38.76,202408,27,"6,500",10,개인,개인,2003.0,대교로2번길 26,-,직거래,-
1106,1107,서울특별시 영등포구 영등포동2가,321-2,321,2,더리버캐슬,50.16,202408,27,"38,000",5,개인,개인,2017.0, ,-,중개거래,서울 영등포구
1107,1108,서울특별시 영등포구 여의도동,17,17,0,여의도 the? 아일랜드 파크,84.72,202408,27,"135,000",12,개인,개인,2006.0,의사당대로 38,-,중개거래,서울 영등포구
1108,1109,강원특별자치도 평창군 봉평면 무이리,1093-3,1093,3,평창 오피스텔,39.6,202408,27,"2,600",4,개인,개인,2004.0,안흥동길 98,-,직거래,-
