,NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
544,545,광주광역시 광산구 송정동,845-10,845,10,송정역 한국아델리움 더 씨티,49.2109,202409,4,"14,000",7,개인,법인,2021.0,송정로15번길 27,-,직거래,-
545,546,서울특별시 강서구 화곡동,920-16,920,16,청솔펠리스,19.92,202409,4,"9,550",5,개인,개인,2012.0,곰달래로 82,-,중개거래,서울 강서구
546,547,경기도 수원시 권선구 고색동,948,948,0,고색리치아노,27.68,202409,3,"11,000",7,개인,개인,2020.0,오목천로152번길 60,-,중개거래,경기 수원시 권선구
547,548,경기도 수원시 팔달구 인계동,1036-6,1036,6,인계 오피앙 오피스텔,19.14,202409,3,"5,050",8,개인,개인,2004.0,인계로 132,-,직거래,-
548,549,경기도 성남시 중원구 성남동,4169,4169,0,성남 메트로칸,36.93,202409,3,"19,500",11,개인,개인,2011.0,성남대로 1133,-,중개거래,경기 성남시 중원구
549,550,서울특별시 중랑구 묵동,169-10,169,10,묵동신도주상복합,25.48,202409,3,"12,650",4,개인,개인,2004.0,동일로 946,-,중개거래,서울 중랑구
550,551,서울특별시 도봉구 방학동,719-2,719,2,북한산현대렉시온오피스텔,32.1,202409,3,"15,000",11,개인,개인,2004.0,도봉로152길 16,-,중개거래,서울 도봉구
551,552,서울특별시 도봉구 도봉동,Jan.62,62,1,도봉 엠블렘,18.961,202409,3,"10,150",5,개인,개인,2018.0, ,-,중개거래,서울 도봉구
552,553,서울특별시 서대문구 합동,117,117,0,충정로대우디오빌,30.86,202409,3,"21,700",9,개인,개인,2006.0,서소문로 37,-,중개거래,서울 서대문구
553,554,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202409,3,"31,500",11,개인,개인,2007.0,종로 19,-,중개거래,서울 종로구
554,555,제주특별자치도 제주시 노형동,924-1,924,1,이편한세상 시티 노형,64.5957,202409,3,"31,800",3,개인,법인,2019.0,원노형남1길 11,-,중개거래,제주 제주시
555,556,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0,202409,3,"4,500",10,개인,법인,1991.0,도령로 54,-,중개거래,제주 제주시
556,557,서울특별시 양천구 신정동,318-1,318,1,목동대림아크로텔,56.5,202409,3,"53,500",13,개인,개인,2004.0,목동서로 277,-,중개거래,서울 양천구
557,558,서울특별시 강서구 등촌동,656,656,0,경동미르웰한올림,16.19,202409,3,"12,900",2,개인,개인,2016.0,화곡로64길 2,-,중개거래,서울 강서구
558,559,경상남도 진주시 충무공동,Feb.40,40,2,트레젠웰가,27.46,202409,3,"8,600",8,개인,개인,2016.0,영천강로 172,-,중개거래,경남 진주시
559,560,경상남도 창원시 마산합포구 해운동,Jan.63,63,1,경민파라다이스201,25.2,202409,3,"2,650",12,개인,개인,1999.0,해안대로 15,-,중개거래,경남 창원시 마산합포구
560,561,서울특별시 영등포구 당산동5가,9월 2일,9,2,당산 삼성쉐르빌,25.09,202409,3,"20,000",17,개인,개인,2013.0,당산로45길 1,-,중개거래,서울 영등포구
561,562,서울특별시 영등포구 문래동6가,2월 16일,16,2,문래파라곤,85.6,202409,3,"68,200",12,개인,개인,2005.0,선유로11길 12,-,중개거래,서울 영등포구
562,563,전라남도 목포시 옥암동,956-3,956,3,영신오피스텔,35.2,202409,3,"3,300",3,법인,개인,2001.0,옥암로124번길 23,-,직거래,-
563,564,전라남도 목포시 옥암동,1042-13,1042,13,코아오피스빌2,46.34,202409,3,"3,800",5,개인,개인,2003.0,복산길12번길 12,-,직거래,-
564,565,서울특별시 동작구 노량진동,1월 16일,16,1,노량진 드림스퀘어 복합빌딩,24.1329,202409,3,"24,000",14,개인,기타,2020.0,노들로2길 7,-,직거래,-
565,566,서울특별시 동작구 사당동,1049-8,1049,8,더원캐슬,23.65,202409,3,"25,000",3,개인,개인,2020.0,남부순환로 2021-1,-,직거래,-
566,567,충청남도 천안시 서북구 성정동,1271,1271,0,양지렉스빌오피스텔,25.63,202409,3,"3,550",2,개인,개인,2004.0,성정공원6길 1-10,-,중개거래,충남 천안시 동남구
567,568,서울특별시 서초구 서초동,1355-8,1355,8,중앙로얄오피스텔,30.33,202409,3,"12,700",13,개인,개인,1993.0,서운로 13,-,직거래,-
568,569,서울특별시 강남구 역삼동,832-3,832,3,강남역 쉐르빌,27.74,202409,3,"27,100",13,개인,개인,2014.0,강남대로 328,-,중개거래,서울 강남구
569,570,충청북도 청주시 흥덕구 비하동,796,796,0,현대오피스텔,38.77,202409,3,"4,360",7,개인,개인,2003.0,비하로12번길 14,-,중개거래,충북 청주시 흥덕구
570,571,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,20.47,202409,3,"4,900",15,개인,개인,2016.0,가로수로1164번길 41-33,-,중개거래,충북 청주시 흥덕구
571,572,충청북도 청주시 흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,20.47,202409,3,"4,800",15,개인,개인,2016.0,가로수로1164번길 41-33,-,중개거래,충북 청주시 흥덕구
572,573,경기도 용인시 기흥구 구갈동,661,661,0,기흥역 더샵,59.923,202409,3,"42,000",17,개인,개인,2018.0,기흥역로58번길 78,-,중개거래,경기 용인시 기흥구
573,574,부산광역시 강서구 대저1동,Feb.38,2338,2,태원더블루원,78.9298,202409,3,"21,000",2,개인,개인,2017.0,대저로 286,-,중개거래,부산 강서구
574,575,부산광역시 연제구 연산동,588-6,588,6,경보이리스힐 오피스텔,26.1,202409,3,"4,800",17,개인,개인,2013.0,중앙대로1134번길 34,-,중개거래,부산 연제구
575,576,부산광역시 연제구 연산동,1361-7,1361,7,부산 더샵 시티애비뉴,23.97,202409,3,"7,200",28,법인,개인,2015.0, ,-,직거래,-
576,577,부산광역시 연제구 연산동,1361-9,1361,9,시청역 SK VIEW,29.6055,202409,3,"7,000",21,개인,개인,2018.0,중앙대로1043번길 34,-,중개거래,부산 연제구
577,578,대구광역시 달서구 송현동,516-2,516,2,(516-2),74.35,202409,3,"13,500",6,개인,개인,2016.0,학산로36길 31,-,중개거래,대구 달서구
578,579,경기도 군포시 당동,746-7,746,7,더원이숲라인,46.5114,202409,3,"20,000",6,개인,개인,2020.0,군포로 559,-,중개거래,경기 군포시
579,580,인천광역시 미추홀구 도화동,985-4,985,4,도화 두손지젤시티,20.7376,202409,3,"9,500",16,개인,개인,2019.0,염전로168번길 28,-,중개거래,경기 부천시 원미구
580,581,인천광역시 연수구 송도동,8-37,8,37,롯데몰 송도 캐슬파크,23.0121,202409,3,"15,000",18,개인,개인,2019.0,인천타워대로132번길 9,-,중개거래,인천 연수구
581,582,경기도 오산시 세교동,587,587,0,오산세교주상1블록,30.43,202409,3,"10,500",10,개인,개인,2017.0,경기대로761번길 10,-,중개거래,경기 오산시
582,583,경기도 구리시 갈매동,599-2,599,2,구리갈매 대방디엠시티 메트로카운티,26.8006,202409,3,"15,000",9,개인,개인,2019.0,산마루로 5,-,중개거래,경기 구리시
583,584,경기도 구리시 갈매동,607,607,0,갈매중심타워 오피스텔,19.5027,202409,3,"9,500",8,개인,개인,2018.0,산마루로 6,-,직거래,-
584,585,경기도 고양시 일산동구 백석동,1302,1302,0,백석역 동문굿모닝힐,45.87,202409,3,"12,500",5,개인,개인,2003.0,장백로 20,-,중개거래,경기 고양시 일산동구
585,586,경기도 고양시 일산동구 장항동,854,854,0,신성하이네스트오피스텔,26.92,202409,3,"8,000",2,개인,개인,2004.0,정발산로42번길 24,-,중개거래,경기 고양시 일산동구
586,587,대전광역시 서구 만년동,381,381,0,엑스포오피스텔1차,40.1475,202409,3,"6,000",8,개인,개인,1998.0,둔산대로117번길 44,-,중개거래,대전 서구
587,588,경기도 안산시 단원구 고잔동,524,524,0,늘봄스위트빌1,27.09,202409,3,"7,000",7,개인,개인,2003.0,고잔로 18,-,중개거래,경기 안산시 단원구
588,589,대전광역시 유성구 지족동,898-3,898,3,야베스빌딩,44.262,202409,3,"8,600",3,개인,법인,2009.0,노은로 173,-,중개거래,대전 유성구
589,590,대전광역시 유성구 관평동,940,940,0,DTVan-S,32.235,202409,3,"10,100",21,개인,개인,2018.0,테크노중앙로 50,-,중개거래,대전 유성구
590,591,경기도 평택시 고덕동,2155,2155,0,고덕 헤리움 시그니어,20.3432,202409,3,"15,400",23,개인,개인,2023.0,고덕여염9길 51,-,중개거래,경기 평택시
591,592,경기도 광명시 일직동,517,517,0,광명역센트럴자이,36.4459,202409,3,"29,900",19,개인,개인,2018.0,광명역로 28,-,중개거래,경기 광명시
592,593,세종특별자치시  대평동,680,680,0,해피라움페스타,23.0505,202409,3,"8,850",6,개인,개인,2021.0,대평3길 17,-,중개거래,세종
593,594,경기도 수원시 장안구 정자동,950,950,0,화서역 파크 푸르지오,49.14,202409,3,"32,000",17,개인,개인,2021.0, ,-,중개거래,경기 수원시 장안구
594,595,경기도 안양시 동안구 호계동,1048-3,1048,3,한솔센트럴파크 I,36.77,202409,3,"17,000",7,개인,개인,2004.0,평촌대로 217,-,중개거래,경기 안양시 동안구
595,596,부산광역시 해운대구 우동,1506,1506,0,센텀스퀘어,45.4788,202409,2,"26,700",32,개인,개인,2012.0,센텀3로 26,-,중개거래,부산 해운대구
596,597,서울특별시 영등포구 당산동5가,9월 2일,9,2,당산 삼성쉐르빌,25.09,202409,2,"20,000",17,개인,개인,2013.0,당산로45길 1,20240904,중개거래,서울 영등포구
597,598,강원특별자치도 춘천시 근화동,267-1,267,1,춘천 L-타워,20.193,202409,2,"6,900",4,개인,개인,2018.0,공지로 455,-,중개거래,강원 춘천시
598,599,경기도 화성시 반송동,Mar.92,92,3,센트럴시티 오피스텔,42.746,202409,2,"19,700",9,개인,개인,2011.0,노작로 175,-,중개거래,경기 화성시
599,600,인천광역시 남동구 구월동,1141-7,1141,7,하이비젼오피스텔,26.28,202409,2,"4,050",5,개인,개인,2002.0,남동대로777번길 18,-,중개거래,인천 남동구
600,601,경기도 의정부시 민락동,803-1,803,1,민락 송학글래드스톤 앤 그레이스모나코,84.98,202409,2,"24,900",9,개인,개인,2020.0,천보로 14,-,중개거래,경기 의정부시
601,602,인천광역시 강화군 강화읍 남산리,191-2,191,2,고려팰리스6차,84.97,202409,2,"15,300",3,개인,개인,2018.0,충렬사로22번길 16,-,중개거래,인천 강화군
602,603,경기도 안산시 단원구 고잔동,526,526,0,리베르 오피스텔,18.53,202409,2,"7,000",5,개인,개인,2017.0,원고잔로 6,-,중개거래,경기 안산시 단원구
603,604,서울특별시 마포구 도화동,559,559,0,마포트라팰리스,106.47,202409,2,"133,000",22,개인,개인,2006.0,마포대로 53,-,중개거래,서울 마포구
604,605,경기도 시흥시 정왕동,1366-14,1366,14,파인힐 오피스텔,26.525,202409,2,"5,200",8,법인,개인,2003.0,마유로 226,-,중개거래,경기 시흥시
605,606,인천광역시 연수구 송도동,172-5,172,5,송도AT센터,22.31,202409,2,"15,000",4,법인,개인,2022.0,송도과학로 70,20240909,중개거래,인천 연수구
606,607,대전광역시 유성구 봉명동,612-2,612,2,봉명 정한 드리미아,26.5358,202409,2,"5,700",2,개인,개인,2012.0,문화원로 80,-,중개거래,대전 유성구
607,608,대전광역시 유성구 봉명동,536-5,536,5,유성 푸르지오 시티,24.06,202409,2,"7,600",11,개인,개인,2014.0,온천로 45,-,중개거래,대전 유성구
608,609,인천광역시 연수구 송도동,8-37,8,37,롯데몰 송도 캐슬파크,23.0121,202409,2,"15,000",16,개인,개인,2019.0,인천타워대로132번길 9,-,중개거래,인천 연수구
609,610,인천광역시 연수구 송도동,172-5,172,5,송도AT센터,22.31,202409,2,"15,500",8,법인,개인,2022.0,송도과학로 70,20240909,중개거래,인천 연수구
610,611,인천광역시 연수구 송도동,172-5,172,5,송도AT센터,22.31,202409,2,"15,500",9,법인,개인,2022.0,송도과학로 70,20240909,중개거래,인천 연수구
611,612,광주광역시 서구 치평동,1210-3,1210,3,샌트럴시티오피스텔,23.682,202409,2,"6,200",21,개인,개인,2016.0,시청로 77,-,중개거래,광주 서구
612,613,전라남도 무안군 삼향읍 남악리,1476,1476,0,남악 유탑유블레스900,28.24,202409,2,"5,000",13,개인,개인,2014.0,후광대로 330,-,중개거래,전남 무안군
613,614,서울특별시 관악구 봉천동,875-1,875,1,봉천동 875-1 제2종근린생활시설 (이종복),30.55,202409,2,"15,000",6,개인,개인,1998.0,남부순환로 1802,-,중개거래,서울 관악구
614,615,인천광역시 서구 청라동,157-21,157,21,청라한신더휴커낼웨이,47.9941,202409,2,"20,000",10,개인,개인,2019.0,청라커낼로260번길 27,-,중개거래,인천 서구
615,616,제주특별자치도 제주시 연동,Oct.31,2331,10,연동해든빌,80.0725,202409,2,"31,200",3,개인,법인,2019.0,도령로13길 2,-,직거래,-
616,617,경기도 수원시 장안구 조원동,894,894,0,일호골든타워,34.0,202409,2,"11,550",10,개인,개인,2003.0,경수대로 940,-,중개거래,경기 수원시 장안구
617,618,인천광역시 서구 청라동,156-1,156,1,청라센트럴에일린의뜰,45.4494,202409,2,"21,000",7,개인,개인,2018.0,청라커낼로 300,-,중개거래,인천 서구
618,619,경기도 안산시 상록구 수암동,472-8,472,8,퀸즈팰리스,78.55,202409,2,"15,300",5,개인,개인,2016.0,원당골3길 13,-,중개거래,경기 안산시 상록구
619,620,경기도 성남시 분당구 야탑동,219-1,219,1,아델파크빌,67.905,202409,2,"38,200",8,개인,개인,2004.0,장미로 198,-,중개거래,경기 성남시 분당구
620,621,인천광역시 서구 청라동,Mar.97,97,3,청라 큐브시그니처 3차 오피스텔,34.238,202409,2,"22,600",7,개인,법인,2022.0,청라한내로72번길 17,-,직거래,-
621,622,인천광역시 서구 청라동,Mar.97,97,3,청라 큐브시그니처 3차 오피스텔,34.238,202409,2,"23,100",17,개인,법인,2022.0,청라한내로72번길 17,-,직거래,-
622,623,경기도 고양시 덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,41.16,202409,2,"9,800",4,개인,개인,2004.0,화신로 259,-,중개거래,경기 고양시 덕양구
623,624,부산광역시 부산진구 부전동,534-2,534,2,서면 데시앙 스튜디오,22.295,202409,2,"13,500",4,개인,개인,2022.0,서면로 10,-,중개거래,부산 부산진구
624,625,경기도 광명시 소하동,1342-4,1342,4,소하람 1,16.67,202409,2,"12,600",6,법인,개인,2017.0,소하로76번길 21,-,중개거래,경기 광명시
625,626,인천광역시 서구 청라동,157-21,157,21,청라한신더휴커낼웨이,47.9941,202409,2,"21,300",23,개인,개인,2019.0,청라커낼로260번길 27,-,중개거래,인천 서구
626,627,서울특별시 구로구 구로동,46,46,0,신도림 쌍용플래티넘 노블,76.24,202409,2,"51,500",4,개인,개인,2006.0,공원로 40,-,중개거래,"서울 구로구, 서울 영등포구"
627,628,경기도 김포시 북변동,817,817,0,래미안 프라자,30.88,202409,2,"5,700",6,개인,개인,2003.0,사우중로73번길 52,-,중개거래,경기 김포시
628,629,경기도 김포시 북변동,817,817,0,래미안 프라자,30.88,202409,2,"5,300",5,개인,개인,2003.0,사우중로73번길 52,-,중개거래,경기 김포시
629,630,경기도 고양시 일산동구 장항동,854-1,854,1,양우드라마시티,33.97,202409,2,"8,000",3,개인,개인,2003.0,백마로213번길 36,-,중개거래,경기 고양시 일산동구
630,631,경상남도 창원시 성산구 중앙동,Mar.96,96,3,라큐비,23.48,202409,2,"7,300",15,개인,개인,2015.0,중앙대로83번길 8,-,중개거래,경남 창원시 성산구
631,632,경기도 파주시 야당동,1046,1046,0,월드스테이,24.8354,202409,2,"14,000",11,개인,개인,2019.0,경의로 1010,-,중개거래,경기 파주시
632,633,경기도 고양시 일산동구 백석동,1300,1300,0,현대밀라트2차,35.14,202409,2,"12,350",6,개인,개인,2003.0,중앙로 1005,-,중개거래,경기 고양시 일산동구
633,634,경기도 화성시 오산동,1089,1089,0,동탄역 롯데캐슬,23.8515,202409,2,"23,000",21,개인,개인,2021.0,동탄역로 150,-,중개거래,경기 화성시
634,635,경기도 고양시 일산동구 장항동,746-1,746,1,양우로데오시티플러스,35.16,202409,2,"10,470",5,개인,개인,2004.0,무궁화로 7-45,-,중개거래,경기 고양시 일산동구
635,636,전라남도 무안군 삼향읍 남악리,1476,1476,0,남악 유탑유블레스900,28.24,202409,2,"5,000",13,개인,개인,2014.0,후광대로 330,20240902,중개거래,전남 무안군
636,637,경기도 수원시 영통구 이의동,1257-3,1257,3,Eastern Tower,36.04,202409,2,"15,000",6,개인,개인,2013.0,대학3로4번길 12,-,중개거래,경기 수원시 영통구
